date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2021-08-14,Finance,Financial Analyst,Da Nang,86,18012.13,8.73,Fresher,21,"Python, FX Trading, Excel, CFA, Bloomberg Terminal, Options Pricing",Medium,Medium,62.3,Growing
2021-08-16,Finance,Investment Banker,Hanoi,69,15894.92,10.01,Fresher,21,"Options Pricing, Basel III, AML, SQL, Financial Modelling, Excel",High,Medium,47.1,Stable
2021-08-16,Finance,Chief Financial Officer,Jakarta,81,61342.34,10.48,Senior,33,"Solidity, Excel, SQL",Low,Medium,61.9,Declining
2021-08-20,Finance,Risk Manager,Hanoi,95,58399.32,8.48,Senior,22,"Basel III, Power BI, AML, FX Trading",Medium,High,41.2,Growing
2021-08-22,Finance,Blockchain Developer,Ho Chi Minh City,67,48747.12,13.95,Senior,35,"Solidity, Options Pricing, Financial Modelling, Python, Power BI",High,High,60.4,Declining
2021-08-24,Finance,Chief Financial Officer,Bangkok,76,27448.01,7.29,Junior,47,"Financial Modelling, Tableau, Bloomberg Terminal, CFA",High,High,61.5,Growing
2021-08-25,Finance,Actuary,Da Nang,79,62113.17,7.75,Senior,18,"SQL, Solidity, Basel III, FX Trading",High,Medium,46.9,Declining
2021-08-25,Finance,Financial Analyst,Ho Chi Minh City,79,25276.37,15.83,Junior,44,"Python, SQL, Power BI, Financial Modelling, Solidity, Machine Learning",Medium,Medium,71.1,Stable
2021-08-27,Finance,Portfolio Manager,Hanoi,91,26897.98,4.88,Junior,20,"Power BI, Excel, FX Trading",Medium,High,72.2,Declining
2021-08-27,Finance,Risk Manager,Hanoi,76,7178.6,10.67,Fresher,25,"Python, CFA, FX Trading",Low,Medium,51.2,Stable
2021-08-29,Finance,RegTech Specialist,Da Nang,78,31207.91,9.72,Junior,28,"Options Pricing, Python, Basel III, Machine Learning",Low,Low,50.6,Declining
2021-08-29,Finance,Compliance Officer,Jakarta,68,16772.54,9.09,Junior,28,"SQL, Risk Modeling, Basel III, Blockchain, FX Trading",High,Medium,50.6,Declining
2021-08-30,Finance,Risk Manager,Jakarta,71,20959.83,5.82,Junior,32,"Power BI, CFA, Machine Learning, Excel",Medium,High,66.2,Stable
2021-09-01,Finance,Investment Banker,Ho Chi Minh City,84,53252.48,6.16,Senior,22,"Excel, Blockchain, FX Trading, Python, Tableau, Bloomberg Terminal",High,Medium,57.9,Stable
2021-09-02,Finance,Quantitative Analyst,Ho Chi Minh City,74,7823.69,12.32,Fresher,63,"Blockchain, FX Trading, Financial Modelling, Risk Modeling, Tableau",Medium,High,73.9,Stable
2021-09-10,Finance,FinTech Developer,Bangkok,88,55786.37,7.41,Senior,35,"Power BI, Python, Options Pricing, Tableau, Machine Learning",Medium,High,50.9,Growing
2021-09-12,Finance,Compliance Officer,Bangkok,67,53950.55,12.84,Senior,42,"Financial Modelling, Solidity, Machine Learning",Medium,Low,52.0,Growing
2021-09-12,Finance,Risk Manager,Hanoi,82,21831.5,14.89,Junior,59,"FX Trading, Basel III, Blockchain, Machine Learning, Tableau",Medium,Low,65.7,Growing
2021-09-15,Finance,Portfolio Manager,Bangkok,83,31965.49,5.89,Junior,27,"CFA, Machine Learning, AML, Bloomberg Terminal, Blockchain",High,High,51.8,Stable
2021-09-15,Finance,Actuary,Jakarta,80,13639.63,12.73,Fresher,17,"Tableau, Power BI, Blockchain, Python, CFA, Basel III",High,High,55.1,Growing
2021-09-16,Finance,Blockchain Developer,Bangkok,86,11916.28,13.56,Fresher,17,"Machine Learning, Risk Modeling, Power BI, CFA, Blockchain, Financial Modelling",High,Medium,67.7,Declining
2021-09-18,Finance,Portfolio Manager,Bangkok,78,26730.88,14.46,Junior,21,"Power BI, AML, FX Trading, Basel III, Excel, Python",Medium,High,58.3,Stable
2021-09-19,Finance,Credit Analyst,Ho Chi Minh City,78,15726.52,4.53,Fresher,33,"Options Pricing, Financial Modelling, Risk Modeling",Medium,Low,44.4,Growing
2021-09-19,Finance,Risk Manager,Singapore,71,55402.61,7.95,Senior,63,"AML, FX Trading, Machine Learning, Power BI, Risk Modeling, Financial Modelling",High,High,68.3,Stable
2021-09-19,Finance,Blockchain Developer,Singapore,74,50856.54,4.71,Senior,15,"AML, Tableau, Bloomberg Terminal",High,High,54.1,Stable
2021-09-23,Finance,FinTech Developer,Singapore,77,45968.11,13.79,Senior,39,"Python, SQL, Bloomberg Terminal, Financial Modelling",High,Low,50.5,Growing
2021-09-24,Finance,Quantitative Analyst,Manila,84,56946.23,10.61,Senior,64,"Blockchain, Machine Learning, Risk Modeling",Medium,Medium,56.9,Declining
2021-09-24,Finance,Risk Manager,Ho Chi Minh City,77,26420.44,12.83,Junior,29,"SQL, Blockchain, CFA, Excel",High,Low,66.0,Declining
2021-09-26,Finance,Chief Financial Officer,Ho Chi Minh City,85,19435.37,12.63,Junior,34,"Python, AML, Risk Modeling, Tableau, SQL",Medium,High,78.6,Stable
2021-09-27,Finance,Investment Banker,Jakarta,78,13933.68,10.27,Junior,57,"FX Trading, SQL, Financial Modelling, Excel",Medium,Low,64.0,Growing
2021-10-02,Finance,Compliance Officer,Bangkok,87,20251.18,6.5,Junior,47,"Power BI, Options Pricing, CFA, Bloomberg Terminal",High,Medium,65.3,Growing
2021-10-02,Finance,RegTech Specialist,Da Nang,83,61043.47,13.91,Senior,27,"Solidity, Blockchain, CFA, Tableau, Machine Learning",High,Medium,79.9,Stable
2021-10-03,Finance,Portfolio Manager,Hanoi,67,22447.95,12.46,Fresher,64,"Basel III, Machine Learning, Python, FX Trading, Financial Modelling, AML",Medium,Low,67.7,Declining
2021-10-05,Finance,Portfolio Manager,Jakarta,68,31243.36,11.71,Junior,21,"Power BI, Tableau, Python, Blockchain",High,High,42.8,Stable
2021-10-06,Finance,Blockchain Developer,Manila,78,27755.12,10.76,Junior,44,"Machine Learning, Excel, Basel III, Options Pricing, AML",Medium,High,77.9,Stable
2021-10-07,Finance,Portfolio Manager,Jakarta,76,58886.98,6.64,Senior,29,"Python, FX Trading, Power BI, SQL",Medium,Low,42.6,Declining
2021-10-07,Finance,Credit Analyst,Singapore,80,28349.65,7.72,Junior,24,"Bloomberg Terminal, Excel, Financial Modelling",Medium,High,68.7,Stable
2021-10-08,Finance,Risk Manager,Ho Chi Minh City,76,19366.65,6.39,Junior,60,"CFA, SQL, Python",Medium,High,47.4,Stable
2021-10-09,Finance,Actuary,Ho Chi Minh City,69,18651.47,12.66,Fresher,28,"Financial Modelling, FX Trading, Options Pricing, Solidity",High,Medium,77.5,Declining
2021-10-09,Finance,RegTech Specialist,Ho Chi Minh City,67,16790.17,15.36,Junior,55,"Blockchain, Machine Learning, CFA, Bloomberg Terminal",High,High,55.3,Stable
2021-10-10,Finance,Portfolio Manager,Manila,67,23621.65,6.13,Junior,23,"Power BI, Risk Modeling, Blockchain, Tableau",Medium,High,51.2,Growing
2021-10-12,Finance,Actuary,Da Nang,81,33211.73,11.31,Junior,56,"Risk Modeling, Options Pricing, Basel III, Financial Modelling",High,Low,78.4,Declining
2021-10-13,Finance,Compliance Officer,Bangkok,77,59570.1,15.81,Senior,42,"Options Pricing, Excel, Financial Modelling, Python, SQL",Medium,High,66.9,Stable
2021-10-14,Finance,Financial Analyst,Singapore,87,22958.67,8.32,Junior,43,"Tableau, Blockchain, Python, Excel, Basel III, Solidity",High,High,50.3,Stable
2021-10-15,Finance,Investment Banker,Hanoi,83,54569.71,11.3,Senior,38,"AML, Excel, Options Pricing, Machine Learning, Financial Modelling",Low,Medium,71.1,Stable
2021-10-16,Finance,Risk Manager,Da Nang,81,35477.49,6.95,Junior,57,"Basel III, Financial Modelling, Bloomberg Terminal",Medium,Medium,69.8,Growing
2021-10-19,Finance,FinTech Developer,Singapore,76,7387.19,14.81,Fresher,57,"Risk Modeling, Options Pricing, Basel III",High,Medium,79.2,Growing
2021-10-21,Finance,Risk Manager,Hanoi,91,26958.67,8.47,Junior,52,"Basel III, CFA, Machine Learning, Blockchain",High,Low,62.1,Stable
2021-10-22,Finance,RegTech Specialist,Da Nang,68,20967.45,15.75,Fresher,39,"Tableau, Machine Learning, AML, Power BI, Options Pricing",High,Medium,47.2,Stable
2021-10-26,Finance,Quantitative Analyst,Ho Chi Minh City,77,51350.43,6.82,Senior,53,"CFA, Options Pricing, Power BI, AML, Solidity",Medium,Medium,40.4,Stable
2021-10-27,Finance,Compliance Officer,Singapore,89,61894.06,5.16,Senior,25,"Blockchain, Basel III, Python, CFA, SQL, Risk Modeling",Medium,Medium,44.2,Stable
2021-10-28,Finance,Investment Banker,Hanoi,98,20830.11,6.55,Fresher,34,"Financial Modelling, FX Trading, Blockchain, Python",Medium,High,47.2,Declining
2021-10-31,Finance,Risk Manager,Hanoi,74,53094.43,15.92,Senior,54,"FX Trading, AML, Python, Machine Learning",Low,Medium,47.0,Growing
2021-11-02,Finance,Risk Manager,Da Nang,81,20269.86,6.92,Fresher,15,"Blockchain, Python, Machine Learning, SQL, AML",High,Medium,48.8,Growing
2021-11-03,Finance,Chief Financial Officer,Singapore,80,11331.02,7.74,Fresher,28,"Python, Options Pricing, CFA, Basel III, Financial Modelling, Solidity",Medium,High,72.0,Growing
2021-11-04,Finance,Quantitative Analyst,Jakarta,82,17157.1,11.01,Fresher,22,"Basel III, Power BI, AML, Tableau",High,Low,54.5,Declining
2021-11-05,Finance,Compliance Officer,Bangkok,62,13863.35,7.86,Fresher,52,"CFA, Excel, Risk Modeling, Blockchain, AML",High,Medium,55.2,Declining
2021-11-06,Finance,FinTech Developer,Hanoi,66,15174.6,4.25,Fresher,24,"Basel III, Excel, Python, FX Trading",High,Medium,54.5,Growing
2021-11-08,Finance,Financial Analyst,Jakarta,57,58691.78,10.0,Senior,48,"Blockchain, CFA, Risk Modeling, Bloomberg Terminal, Solidity, Power BI",High,High,69.9,Stable
2021-11-09,Finance,RegTech Specialist,Bangkok,70,23557.45,9.03,Fresher,35,"Excel, Options Pricing, Power BI, SQL",Medium,Medium,59.6,Stable
2021-11-09,Finance,Portfolio Manager,Singapore,67,31454.56,9.66,Junior,21,"Blockchain, Excel, Solidity, Options Pricing, Python, Financial Modelling",Medium,High,40.0,Growing
2021-11-09,Finance,Investment Banker,Hanoi,83,56012.74,6.51,Senior,39,"Python, Financial Modelling, Bloomberg Terminal",Medium,Medium,77.0,Growing
2021-11-10,Finance,Blockchain Developer,Hanoi,73,45605.92,7.4,Senior,58,"Bloomberg Terminal, Options Pricing, Solidity",High,Low,53.5,Growing
2021-11-10,Finance,Portfolio Manager,Manila,74,21681.12,7.39,Junior,63,"Machine Learning, Blockchain, Risk Modeling, Tableau, Solidity, AML",High,Medium,61.7,Declining
2021-11-12,Finance,Portfolio Manager,Bangkok,70,49756.57,4.06,Senior,51,"Power BI, CFA, Bloomberg Terminal, Tableau",Medium,Medium,56.0,Stable
2021-11-13,Finance,Investment Banker,Bangkok,84,11302.92,9.96,Fresher,20,"Power BI, Risk Modeling, Bloomberg Terminal, Excel, Financial Modelling, Machine Learning",High,Medium,48.2,Growing
2021-11-15,Finance,Chief Financial Officer,Bangkok,83,50740.85,12.46,Senior,42,"Solidity, Machine Learning, Python",Low,High,50.0,Declining
2021-11-19,Finance,FinTech Developer,Singapore,75,32201.39,6.24,Junior,63,"Power BI, Financial Modelling, Excel, Tableau, Solidity, Risk Modeling",High,High,59.6,Growing
2021-11-24,Finance,FinTech Developer,Ho Chi Minh City,110,18095.76,8.64,Fresher,61,"Basel III, AML, Power BI, FX Trading",High,Medium,75.3,Stable
2021-11-28,Finance,Quantitative Analyst,Ho Chi Minh City,77,25131.25,8.86,Junior,44,"Bloomberg Terminal, Risk Modeling, Excel",High,Low,74.6,Stable
2021-12-02,Finance,Credit Analyst,Singapore,82,47599.97,7.66,Senior,63,"Financial Modelling, Bloomberg Terminal, Blockchain",High,Medium,68.4,Stable
2021-12-02,Finance,Credit Analyst,Manila,77,63252.64,13.66,Senior,40,"AML, Basel III, Risk Modeling, Machine Learning, Options Pricing",Medium,Medium,49.6,Growing
2021-12-05,Finance,Investment Banker,Da Nang,81,56932.64,5.24,Senior,16,"Blockchain, Python, Bloomberg Terminal, SQL, Options Pricing",High,High,46.0,Growing
2021-12-08,Finance,Investment Banker,Da Nang,65,23979.34,5.52,Junior,30,"Machine Learning, Options Pricing, Blockchain, Tableau, Bloomberg Terminal, FX Trading",Medium,Medium,55.8,Growing
2021-12-09,Finance,Financial Analyst,Ho Chi Minh City,75,9171.6,10.43,Fresher,30,"Financial Modelling, Options Pricing, Bloomberg Terminal, Basel III, Python, Blockchain",Low,Low,72.9,Growing
2021-12-11,Finance,Actuary,Jakarta,83,25153.96,7.59,Junior,30,"Machine Learning, Bloomberg Terminal, Blockchain, Financial Modelling, Excel",High,Low,68.1,Declining
2021-12-11,Finance,Financial Analyst,Jakarta,80,54728.06,11.9,Senior,16,"Bloomberg Terminal, Solidity, Options Pricing, Tableau",Low,Medium,53.3,Stable
2021-12-12,Finance,Investment Banker,Hanoi,85,21177.22,12.32,Junior,31,"Tableau, Python, Financial Modelling",High,High,64.1,Growing
2021-12-12,Finance,FinTech Developer,Manila,89,9119.98,13.25,Fresher,18,"Solidity, FX Trading, Power BI, AML, Basel III, Machine Learning",High,Medium,75.5,Declining
2021-12-16,Finance,Portfolio Manager,Bangkok,98,22684.96,12.49,Junior,35,"Machine Learning, Financial Modelling, Solidity, Blockchain, Basel III",High,Medium,66.6,Stable
2021-12-16,Finance,Portfolio Manager,Hanoi,92,30326.81,10.27,Junior,64,"Solidity, Tableau, Machine Learning",High,Low,61.5,Declining
2021-12-18,Finance,FinTech Developer,Da Nang,70,50551.11,15.49,Senior,15,"Machine Learning, AML, FX Trading",High,Medium,57.0,Growing
2021-12-23,Finance,Compliance Officer,Singapore,89,23944.84,12.55,Junior,26,"Financial Modelling, Solidity, FX Trading, SQL",Medium,High,75.2,Stable
2021-12-24,Finance,Actuary,Bangkok,69,34050.12,4.66,Junior,59,"Excel, Basel III, SQL, Power BI",High,High,77.9,Growing
2021-12-25,Finance,Risk Manager,Bangkok,73,21806.67,11.45,Fresher,25,"FX Trading, Power BI, Bloomberg Terminal, Blockchain, Risk Modeling, Machine Learning",High,High,62.2,Stable
2021-12-26,Finance,Risk Manager,Hanoi,80,14557.05,12.18,Fresher,56,"Basel III, Excel, Solidity, Machine Learning, Blockchain",Medium,Medium,64.6,Declining
2021-12-27,Finance,Blockchain Developer,Bangkok,85,13688.08,8.33,Fresher,54,"Basel III, Python, Tableau, CFA, Machine Learning",High,High,78.0,Stable
2022-01-02,Finance,Compliance Officer,Hanoi,71,21489.82,6.85,Junior,50,"Blockchain, FX Trading, Solidity, Financial Modelling, Power BI",High,High,44.9,Stable
2022-01-06,Finance,Investment Banker,Singapore,88,49121.32,12.67,Senior,53,"Options Pricing, Basel III, AML, Financial Modelling",Low,High,56.6,Stable
2022-01-06,Finance,Compliance Officer,Bangkok,72,20468.0,4.3,Fresher,33,"Tableau, Power BI, Excel, Solidity, Blockchain",Medium,Medium,46.4,Growing
2022-01-07,Finance,Actuary,Hanoi,90,13169.26,6.82,Fresher,51,"Blockchain, Excel, Options Pricing, Solidity",Low,Medium,54.7,Growing
2022-01-11,Finance,Chief Financial Officer,Manila,83,62127.04,13.74,Senior,25,"Tableau, Bloomberg Terminal, SQL, Financial Modelling, Options Pricing",High,Low,52.4,Stable
2022-01-11,Finance,Actuary,Jakarta,72,26084.99,11.84,Junior,47,"Excel, Python, Power BI",Medium,High,63.8,Growing
2022-01-11,Finance,Financial Analyst,Jakarta,75,61138.24,12.9,Senior,65,"Solidity, Machine Learning, Blockchain, FX Trading, AML",High,High,53.1,Stable
2022-01-12,Finance,Blockchain Developer,Hanoi,83,66662.34,8.37,Senior,32,"AML, SQL, FX Trading, Risk Modeling",Low,High,65.0,Growing
2022-01-13,Finance,Chief Financial Officer,Ho Chi Minh City,86,60496.19,8.87,Senior,24,"Bloomberg Terminal, SQL, CFA, AML, Blockchain",Medium,Low,62.9,Growing
2022-01-15,Finance,Credit Analyst,Ho Chi Minh City,67,52847.04,12.77,Senior,38,"Python, Tableau, Solidity, Blockchain, Excel, Options Pricing",Medium,Low,47.0,Growing
2022-01-20,Finance,Financial Analyst,Bangkok,77,50745.65,13.88,Senior,60,"Machine Learning, Excel, Blockchain",Medium,Medium,55.9,Declining
2022-01-21,Finance,Compliance Officer,Manila,91,15076.96,4.73,Fresher,60,"Options Pricing, Bloomberg Terminal, Tableau, SQL, FX Trading, Excel",Low,Medium,66.6,Stable
2022-01-23,Finance,Financial Analyst,Da Nang,85,18350.3,15.65,Junior,30,"CFA, Financial Modelling, SQL, Blockchain, Risk Modeling",Medium,High,45.6,Stable
2022-01-27,Finance,FinTech Developer,Jakarta,79,52116.95,11.83,Senior,44,"AML, Power BI, Solidity, Excel, Blockchain",High,High,44.4,Growing
2022-01-27,Finance,Risk Manager,Ho Chi Minh City,65,14022.74,12.51,Fresher,46,"SQL, Solidity, Options Pricing, Tableau, Risk Modeling",Medium,High,48.3,Stable
2022-01-30,Finance,Financial Analyst,Ho Chi Minh City,78,9945.26,9.62,Fresher,25,"Blockchain, SQL, Tableau",High,High,50.2,Stable
2022-01-30,Finance,Credit Analyst,Jakarta,87,8944.21,13.05,Fresher,22,"Tableau, Python, Risk Modeling",Medium,Medium,66.4,Growing
2022-02-02,Finance,Financial Analyst,Hanoi,78,10985.7,13.79,Fresher,41,"Excel, Power BI, Machine Learning, Blockchain, Tableau, AML",High,High,52.1,Stable
2022-02-04,Finance,Blockchain Developer,Hanoi,81,26296.64,6.58,Junior,63,"AML, Python, Power BI",High,Medium,68.1,Stable
2022-02-05,Finance,Risk Manager,Singapore,82,29395.48,12.1,Junior,63,"CFA, Bloomberg Terminal, Options Pricing, Python, Financial Modelling",High,Medium,45.6,Growing
2022-02-07,Finance,Investment Banker,Ho Chi Minh City,85,10954.0,8.05,Fresher,31,"Options Pricing, Machine Learning, Financial Modelling, Tableau, Risk Modeling, FX Trading",High,Medium,45.9,Growing
2022-02-09,Finance,Quantitative Analyst,Manila,79,14287.56,5.5,Fresher,61,"AML, Solidity, Tableau, Bloomberg Terminal, Basel III",High,Medium,55.3,Declining
2022-02-09,Finance,Blockchain Developer,Manila,80,53393.86,10.34,Senior,62,"SQL, Financial Modelling, Python, Options Pricing",High,High,50.6,Growing
2022-02-10,Finance,Risk Manager,Hanoi,79,11939.53,9.78,Fresher,29,"Financial Modelling, Solidity, Blockchain, Options Pricing, Basel III, AML",Medium,Medium,73.9,Growing
2022-02-10,Finance,Chief Financial Officer,Singapore,75,39503.95,13.37,Junior,50,"Blockchain, FX Trading, SQL, Python",High,High,50.3,Growing
2022-02-13,Finance,Risk Manager,Manila,67,58373.94,9.43,Senior,55,"Basel III, Excel, Machine Learning, Risk Modeling",High,High,77.3,Declining
2022-02-16,Finance,Financial Analyst,Hanoi,85,31414.23,8.85,Junior,63,"Power BI, Risk Modeling, Financial Modelling",High,Medium,74.4,Declining
2022-02-17,Finance,Chief Financial Officer,Manila,87,20868.44,5.11,Fresher,38,"CFA, Risk Modeling, Bloomberg Terminal, Basel III, Excel",High,Medium,43.5,Growing
2022-02-19,Finance,Compliance Officer,Jakarta,76,24272.89,14.74,Junior,64,"Basel III, FX Trading, SQL",High,High,71.6,Growing
2022-02-19,Finance,Risk Manager,Jakarta,73,59501.71,14.08,Senior,65,"Basel III, AML, Excel",Medium,Low,58.3,Stable
2022-02-21,Finance,Investment Banker,Jakarta,92,48961.49,6.22,Senior,28,"Machine Learning, AML, Blockchain",Low,High,57.6,Declining
2022-02-21,Finance,RegTech Specialist,Hanoi,87,6019.33,15.83,Fresher,16,"Solidity, Power BI, Machine Learning, Basel III, Tableau",Medium,High,78.2,Stable
2022-02-22,Finance,Quantitative Analyst,Ho Chi Minh City,84,8156.78,4.4,Fresher,56,"Bloomberg Terminal, Excel, SQL, Power BI, CFA",High,High,41.7,Stable
2022-02-23,Finance,RegTech Specialist,Singapore,78,22942.04,13.43,Fresher,53,"Excel, Power BI, Python, Risk Modeling, CFA",High,Medium,41.9,Stable
2022-02-24,Finance,RegTech Specialist,Ho Chi Minh City,74,23435.05,13.94,Junior,18,"Python, SQL, Options Pricing",Medium,Low,44.4,Declining
2022-02-26,Finance,Risk Manager,Bangkok,99,57199.57,7.11,Senior,23,"Excel, Financial Modelling, AML, SQL, Basel III",High,High,67.6,Declining
2022-02-28,Finance,Investment Banker,Bangkok,80,50256.52,12.98,Senior,65,"Machine Learning, Bloomberg Terminal, AML, Risk Modeling",High,Low,78.5,Declining
2022-02-28,Finance,Compliance Officer,Ho Chi Minh City,81,58553.97,6.34,Senior,15,"Bloomberg Terminal, SQL, Blockchain, FX Trading",Medium,High,64.1,Stable
2022-03-04,Finance,Portfolio Manager,Hanoi,76,15950.48,8.52,Fresher,60,"SQL, CFA, Risk Modeling, Blockchain",Medium,High,72.4,Declining
2022-03-05,Finance,Financial Analyst,Da Nang,64,22519.48,10.34,Junior,42,"Python, SQL, Options Pricing, Risk Modeling, Power BI, CFA",High,Medium,42.9,Growing
2022-03-06,Finance,Credit Analyst,Da Nang,75,15731.24,15.31,Fresher,42,"Financial Modelling, FX Trading, CFA",Low,Medium,50.0,Growing
2022-03-07,Finance,Risk Manager,Singapore,78,24124.82,13.71,Junior,47,"Bloomberg Terminal, CFA, Solidity, Machine Learning, Financial Modelling, Options Pricing",Medium,High,47.7,Declining
2022-03-08,Finance,Quantitative Analyst,Singapore,66,12180.65,7.61,Fresher,39,"Excel, Financial Modelling, Options Pricing",Medium,Medium,57.0,Growing
2022-03-09,Finance,Portfolio Manager,Jakarta,99,26177.72,9.41,Fresher,21,"Financial Modelling, Power BI, Risk Modeling, Solidity, SQL",High,Medium,52.5,Stable
2022-03-10,Finance,Risk Manager,Singapore,86,31158.16,12.9,Junior,17,"Solidity, Blockchain, Power BI, AML",High,High,45.1,Declining
2022-03-12,Finance,Risk Manager,Da Nang,89,30437.81,8.82,Junior,31,"Basel III, Risk Modeling, Options Pricing, Blockchain, Excel",High,Medium,67.8,Stable
2022-03-12,Finance,Blockchain Developer,Ho Chi Minh City,86,19545.49,15.55,Junior,29,"Python, Power BI, FX Trading, Options Pricing, CFA",High,Medium,68.2,Growing
2022-03-13,Finance,Blockchain Developer,Hanoi,98,19654.65,15.52,Fresher,59,"Bloomberg Terminal, FX Trading, Financial Modelling, Basel III, SQL",Low,Medium,48.8,Declining
2022-03-14,Finance,RegTech Specialist,Ho Chi Minh City,90,59719.14,14.02,Senior,25,"FX Trading, Bloomberg Terminal, Risk Modeling, Python, Solidity",High,Medium,43.0,Stable
2022-03-14,Finance,Actuary,Bangkok,89,13374.97,10.66,Fresher,54,"Power BI, Bloomberg Terminal, Basel III, Excel, Python",Medium,Medium,45.8,Growing
2022-03-14,Finance,Actuary,Bangkok,85,55388.31,10.38,Senior,21,"FX Trading, Blockchain, CFA, SQL, Python, Basel III",Medium,High,72.3,Declining
2022-03-15,Finance,Chief Financial Officer,Manila,72,22395.29,13.33,Junior,45,"AML, Python, Machine Learning, CFA, Tableau",Low,Low,66.9,Growing
2022-03-15,Finance,Investment Banker,Jakarta,82,25687.33,4.57,Junior,59,"SQL, Excel, Solidity, Python",Low,Medium,41.5,Declining
2022-03-17,Finance,Credit Analyst,Jakarta,81,53073.78,14.97,Senior,59,"FX Trading, Risk Modeling, Solidity, Financial Modelling, Blockchain",High,High,73.5,Stable
2022-03-17,Finance,Investment Banker,Jakarta,84,15779.99,7.86,Fresher,32,"Excel, Financial Modelling, FX Trading, Basel III, Power BI, Risk Modeling",High,High,60.6,Stable
2022-03-18,Finance,FinTech Developer,Singapore,74,60055.9,5.77,Senior,55,"AML, Excel, Risk Modeling, SQL",High,Low,64.0,Declining
2022-03-20,Finance,Financial Analyst,Manila,92,53689.46,4.27,Senior,64,"Risk Modeling, Options Pricing, FX Trading",Medium,High,62.5,Stable
2022-03-22,Finance,Investment Banker,Manila,80,31130.61,5.7,Junior,57,"Blockchain, Options Pricing, Solidity, Power BI, Excel",Medium,Medium,51.0,Growing
2022-03-23,Finance,Compliance Officer,Singapore,100,15055.02,8.8,Fresher,45,"Options Pricing, Tableau, Machine Learning, SQL",Medium,Medium,78.0,Growing
2022-03-24,Finance,Quantitative Analyst,Manila,81,11611.05,11.26,Fresher,59,"Bloomberg Terminal, Tableau, Solidity, AML, Excel",Low,High,61.1,Growing
2022-03-24,Finance,Credit Analyst,Jakarta,69,22598.79,15.69,Junior,24,"Basel III, Tableau, SQL",High,High,47.9,Stable
2022-03-24,Finance,Chief Financial Officer,Hanoi,88,55319.07,8.14,Senior,30,"Risk Modeling, SQL, CFA, Excel, Basel III",Medium,Medium,68.7,Growing
2022-03-25,Finance,FinTech Developer,Hanoi,96,19592.67,13.88,Fresher,59,"FX Trading, Blockchain, Power BI",Medium,Medium,79.7,Growing
2022-03-27,Finance,Quantitative Analyst,Manila,89,13770.99,6.1,Fresher,37,"Solidity, Bloomberg Terminal, CFA, Options Pricing, Tableau, Excel",High,Medium,68.7,Stable
2022-03-27,Finance,Compliance Officer,Singapore,71,7737.86,14.68,Fresher,34,"AML, Risk Modeling, Financial Modelling, Options Pricing, Power BI, CFA",Medium,Medium,50.1,Stable
2022-03-27,Finance,RegTech Specialist,Singapore,65,16296.64,5.66,Fresher,26,"Options Pricing, Power BI, Bloomberg Terminal",Medium,High,69.2,Stable
2022-03-29,Finance,Compliance Officer,Jakarta,90,28371.71,4.41,Junior,25,"Machine Learning, Basel III, CFA, Financial Modelling",Medium,High,56.0,Stable
2022-03-29,Finance,Credit Analyst,Manila,81,11841.49,6.97,Fresher,55,"Power BI, Solidity, Python",High,High,63.4,Growing
2022-04-02,Finance,Quantitative Analyst,Hanoi,70,16773.83,12.69,Fresher,20,"Options Pricing, Solidity, Python, Basel III, Blockchain, Tableau",High,Low,53.6,Stable
2022-04-04,Finance,Portfolio Manager,Jakarta,84,31664.97,5.95,Junior,21,"CFA, AML, Risk Modeling",High,High,56.3,Stable
2022-04-04,Finance,RegTech Specialist,Da Nang,80,11136.86,14.91,Fresher,40,"Python, Financial Modelling, Power BI, AML",High,Low,68.1,Stable
2022-04-04,Finance,Actuary,Ho Chi Minh City,83,25654.34,6.91,Junior,49,"Excel, Options Pricing, Tableau, Solidity",Medium,High,79.1,Declining
2022-04-08,Finance,Portfolio Manager,Bangkok,71,31274.19,8.39,Junior,62,"Options Pricing, Financial Modelling, CFA, Solidity",High,Medium,78.7,Growing
2022-04-08,Finance,Actuary,Hanoi,74,20595.8,7.74,Fresher,36,"Financial Modelling, Options Pricing, CFA, AML, SQL",High,High,79.9,Growing
2022-04-10,Finance,Risk Manager,Da Nang,84,12939.66,8.86,Fresher,27,"Basel III, Financial Modelling, CFA, Options Pricing, FX Trading, Blockchain",Medium,High,65.4,Growing
2022-04-13,Finance,FinTech Developer,Singapore,88,21149.39,12.62,Junior,52,"Solidity, Python, AML",Low,Low,49.5,Growing
2022-04-16,Finance,Portfolio Manager,Ho Chi Minh City,68,19610.81,5.08,Fresher,49,"Bloomberg Terminal, Solidity, Financial Modelling, Power BI, AML, Basel III",High,Medium,62.7,Stable
2022-04-18,Finance,FinTech Developer,Jakarta,72,57167.82,10.59,Senior,55,"Basel III, Risk Modeling, Financial Modelling, Python",Medium,Low,48.4,Stable
2022-04-20,Finance,Chief Financial Officer,Singapore,90,47200.45,8.46,Senior,29,"AML, Risk Modeling, Bloomberg Terminal, Excel",High,Medium,56.9,Growing
2022-04-21,Finance,Risk Manager,Ho Chi Minh City,92,47431.19,9.98,Senior,18,"FX Trading, Blockchain, Excel, Machine Learning, SQL",Medium,Medium,79.5,Growing
