date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-11-14,Logistics,Procurement Specialist,Đà Nẵng,94,24686.33,3.99,Senior,18,"Freight Forwarding, Negotiation, SAP WMS, Supply Chain Management, ERP Systems",High,Low,60.8,Stable
2022-11-16,Logistics,Cold Chain Manager,Bình Dương,101,10654.71,8.44,Junior,9,"ERP Systems, Excel, Power BI, Negotiation",Medium,Medium,37.1,Declining
2022-11-19,Logistics,Freight Broker,Đồng Nai,109,28541.9,8.48,Senior,4,"ERP Systems, Freight Forwarding",Low,Medium,55.5,Stable
2022-11-21,Logistics,Transportation Engineer,Cần Thơ,94,28758.32,3.08,Senior,11,"Cold Chain, Python, SQL",Medium,High,48.1,Stable
2022-11-22,Logistics,Customs Officer,Cần Thơ,117,5192.67,2.56,Fresher,24,"SAP WMS, Negotiation",High,High,50.0,Stable
2022-11-22,Logistics,Transportation Engineer,Cần Thơ,86,14209.82,6.49,Junior,21,"Excel, Freight Forwarding, IoT Tracking, Route Optimization",High,Low,58.9,Stable
2022-11-26,Logistics,3PL Account Manager,Hải Phòng,95,22732.29,9.09,Senior,14,"Customs, SAP WMS, Supply Chain Management, IoT Tracking, Cold Chain",Low,Medium,39.6,Growing
2022-11-30,Logistics,Logistics Coordinator,Đồng Nai,115,24376.07,6.94,Senior,9,"IoT Tracking, Supply Chain Management, Negotiation",Medium,Medium,59.9,Growing
2022-12-01,Logistics,Logistics Coordinator,Đà Nẵng,101,6143.7,7.42,Fresher,12,"Customs, SAP WMS, Power BI, Supply Chain Management",High,Medium,53.0,Growing
2022-12-05,Logistics,Procurement Specialist,Hà Nội,94,11334.06,5.63,Junior,2,"Supply Chain Management, ERP Systems, Cold Chain, Last-Mile Logistics, Route Optimization",High,Medium,65.7,Stable
2022-12-06,Logistics,Last-Mile Delivery Specialist,TP.HCM,115,13985.36,4.42,Junior,21,"Power BI, Last-Mile Logistics, Route Optimization, ERP Systems, SAP WMS",High,Medium,49.8,Stable
2022-12-11,Logistics,Supply Chain Analyst,TP.HCM,102,28364.64,3.78,Senior,27,"Negotiation, SQL, Power BI, Customs, IoT Tracking",Low,Medium,38.0,Stable
2022-12-15,Logistics,Warehouse Manager,Cần Thơ,108,22928.42,5.02,Senior,9,"Excel, SQL, Route Optimization",Medium,Medium,37.1,Declining
2022-12-16,Logistics,Customs Officer,Đà Nẵng,107,10380.11,3.38,Fresher,15,"Negotiation, ERP Systems, Customs, Excel",Medium,High,37.6,Stable
2022-12-17,Logistics,Transportation Engineer,Hà Nội,110,27919.94,2.14,Senior,6,"Route Optimization, SAP WMS, Excel, Customs",High,Medium,56.7,Growing
2022-12-18,Logistics,Logistics Coordinator,Hải Phòng,103,12483.35,6.45,Junior,24,"Python, Negotiation, Cold Chain, Last-Mile Logistics",Low,High,69.8,Declining
2022-12-18,Logistics,Logistics Coordinator,Hải Phòng,121,12286.14,6.78,Junior,2,"Customs, SAP WMS",Medium,Low,45.1,Stable
2022-12-20,Logistics,3PL Account Manager,TP.HCM,105,25643.81,5.67,Senior,17,"ERP Systems, Route Optimization",Medium,High,42.1,Declining
2022-12-21,Logistics,Freight Broker,Hải Phòng,117,22099.67,6.85,Senior,12,"ERP Systems, Negotiation, Customs, SQL, Excel",Medium,Medium,66.3,Stable
2022-12-21,Logistics,Cold Chain Manager,Hà Nội,81,25742.89,5.29,Senior,9,"Python, Last-Mile Logistics, Negotiation, ERP Systems",Medium,Medium,60.1,Growing
2022-12-22,Logistics,Transportation Engineer,Đà Nẵng,97,7262.65,5.14,Fresher,9,"Cold Chain, Negotiation, IoT Tracking",Medium,Low,61.2,Growing
2022-12-23,Logistics,Procurement Specialist,Hà Nội,102,11601.28,8.24,Fresher,28,"Supply Chain Management, Cold Chain, Customs, Freight Forwarding, Excel",Medium,High,62.2,Growing
2022-12-25,Logistics,Cold Chain Manager,Cần Thơ,118,7485.29,7.65,Fresher,27,"Negotiation, Supply Chain Management, Route Optimization",High,Medium,53.5,Declining
2022-12-28,Logistics,Logistics Coordinator,Hà Nội,106,25980.63,2.42,Senior,19,"Customs, SQL, Last-Mile Logistics, Excel, Python",Low,Low,37.3,Growing
2022-12-29,Logistics,Warehouse Manager,Hà Nội,115,22778.29,4.73,Senior,25,"Last-Mile Logistics, Python, Route Optimization, IoT Tracking, Power BI",Low,High,63.0,Growing
2022-12-30,Logistics,3PL Account Manager,Hà Nội,106,15974.87,8.53,Junior,19,"Freight Forwarding, SAP WMS, IoT Tracking",Medium,High,61.5,Declining
2022-12-31,Logistics,3PL Account Manager,Đà Nẵng,111,5730.07,3.38,Fresher,6,"Freight Forwarding, SAP WMS, Negotiation, Route Optimization, ERP Systems",High,Medium,63.0,Growing
2023-01-01,Logistics,Customs Officer,Hà Nội,113,23657.91,4.56,Senior,4,"Excel, IoT Tracking, SAP WMS, Customs",Low,Medium,64.2,Growing
2023-01-01,Logistics,Last-Mile Delivery Specialist,Đồng Nai,103,23798.43,4.52,Senior,30,"IoT Tracking, SAP WMS",Medium,Medium,37.9,Stable
2023-01-02,Logistics,3PL Account Manager,Cần Thơ,112,13933.2,5.62,Junior,12,"SQL, Freight Forwarding",Low,High,51.9,Stable
2023-01-04,Logistics,Last-Mile Delivery Specialist,Hà Nội,109,24566.3,6.97,Senior,5,"SAP WMS, Last-Mile Logistics, Route Optimization",Medium,Low,69.6,Stable
2023-01-04,Logistics,Freight Broker,TP.HCM,107,26460.37,8.61,Senior,1,"Supply Chain Management, Excel, Route Optimization",Medium,High,61.8,Stable
2023-01-11,Logistics,Customs Officer,Cần Thơ,116,6333.44,4.41,Fresher,23,"IoT Tracking, Customs, SQL, ERP Systems",Low,Medium,48.6,Stable
2023-01-12,Logistics,Procurement Specialist,Đà Nẵng,97,9437.38,2.63,Junior,17,"Python, Power BI",Medium,Low,52.5,Stable
2023-01-12,Logistics,Supply Chain Analyst,TP.HCM,109,26902.87,4.07,Senior,16,"Supply Chain Management, SQL, Power BI",Low,Medium,53.3,Declining
2023-01-14,Logistics,Transportation Engineer,Hà Nội,122,7311.24,9.17,Fresher,10,"Route Optimization, Power BI",Low,Medium,70.0,Stable
2023-01-15,Logistics,Customs Officer,Hải Phòng,120,15460.9,9.58,Junior,12,"SAP WMS, Excel, Last-Mile Logistics, Customs, IoT Tracking",High,Medium,53.8,Growing
2023-01-15,Logistics,Cold Chain Manager,TP.HCM,105,34574.56,4.81,Senior,8,"Python, SAP WMS, ERP Systems",High,High,62.5,Growing
2023-01-18,Logistics,Logistics Coordinator,Đồng Nai,101,13747.78,8.37,Junior,29,"Cold Chain, Supply Chain Management, IoT Tracking",Medium,High,39.7,Growing
2023-01-21,Logistics,Last-Mile Delivery Specialist,Bình Dương,114,7755.66,3.38,Fresher,1,"Customs, Power BI, Last-Mile Logistics",Medium,High,66.6,Growing
2023-01-23,Logistics,Fleet Operations Manager,TP.HCM,90,5716.84,7.29,Fresher,14,"Customs, Supply Chain Management",Low,Low,40.1,Stable
2023-01-23,Logistics,Procurement Specialist,Đồng Nai,122,25490.74,4.12,Senior,12,"SQL, Cold Chain, Python, Freight Forwarding, ERP Systems",Medium,High,41.6,Growing
2023-01-23,Logistics,Cold Chain Manager,Bình Dương,95,23611.74,5.44,Senior,25,"ERP Systems, Last-Mile Logistics, Negotiation, SAP WMS, Customs",Low,Medium,44.9,Stable
2023-01-24,Logistics,Logistics Coordinator,Bình Dương,110,11092.49,7.63,Junior,14,"Python, Cold Chain, Route Optimization, SAP WMS, Supply Chain Management",Low,Medium,62.5,Stable
2023-01-25,Logistics,3PL Account Manager,Cần Thơ,113,9482.25,5.12,Fresher,23,"Route Optimization, SAP WMS, ERP Systems, IoT Tracking",Medium,Medium,35.4,Declining
2023-01-29,Logistics,Warehouse Manager,Đồng Nai,88,14630.3,4.17,Junior,20,"Power BI, Last-Mile Logistics, IoT Tracking, Freight Forwarding",Medium,Medium,39.5,Stable
2023-01-30,Logistics,Transportation Engineer,Hải Phòng,123,7385.15,8.3,Fresher,23,"Python, Freight Forwarding, Route Optimization",Low,Low,37.5,Growing
2023-01-31,Logistics,Warehouse Manager,Hà Nội,116,8339.73,5.56,Fresher,2,"SQL, ERP Systems, Last-Mile Logistics, SAP WMS, IoT Tracking",Medium,Low,37.4,Growing
2023-01-31,Logistics,Last-Mile Delivery Specialist,TP.HCM,105,14380.68,2.65,Junior,28,"SAP WMS, Cold Chain, Supply Chain Management, Last-Mile Logistics, Freight Forwarding",Medium,High,36.9,Growing
2023-01-31,Logistics,Logistics Coordinator,Cần Thơ,128,7290.29,5.32,Fresher,24,"Route Optimization, Cold Chain",Low,High,55.2,Growing
2023-02-01,Logistics,Customs Officer,Đồng Nai,108,28168.34,9.69,Senior,9,"Last-Mile Logistics, Customs",Low,High,60.2,Declining
2023-02-02,Logistics,Freight Broker,Cần Thơ,133,29554.69,7.19,Senior,13,"Freight Forwarding, Excel, SAP WMS, Python, SQL",Low,Medium,48.7,Growing
2023-02-03,Logistics,Cold Chain Manager,Hà Nội,111,15114.79,6.37,Junior,15,"Python, Customs, SQL, IoT Tracking",Low,High,50.1,Growing
2023-02-03,Logistics,Supply Chain Analyst,Hà Nội,113,11015.3,9.17,Junior,19,"Supply Chain Management, Power BI, Negotiation",High,High,53.2,Growing
2023-02-10,Logistics,Warehouse Manager,Hải Phòng,108,13338.33,4.25,Junior,5,"Last-Mile Logistics, Cold Chain, Route Optimization, Excel, Python",Medium,High,56.9,Growing
2023-02-11,Logistics,Procurement Specialist,TP.HCM,101,6467.87,5.39,Fresher,27,"Customs, Route Optimization, Last-Mile Logistics",Low,High,48.6,Stable
2023-02-11,Logistics,Fleet Operations Manager,Bình Dương,102,26570.42,7.26,Senior,20,"IoT Tracking, Power BI, Route Optimization, SQL, Last-Mile Logistics",Medium,Medium,59.0,Stable
2023-02-12,Logistics,Customs Officer,Hải Phòng,105,7903.48,5.82,Fresher,14,"Route Optimization, Cold Chain",Medium,High,43.6,Growing
2023-02-14,Logistics,Transportation Engineer,Đà Nẵng,109,8162.1,7.8,Fresher,13,"ERP Systems, Route Optimization, Cold Chain",High,High,66.4,Growing
2023-02-16,Logistics,3PL Account Manager,Bình Dương,96,25968.27,6.36,Senior,16,"Last-Mile Logistics, Freight Forwarding, Excel, ERP Systems, Cold Chain",Medium,Medium,49.5,Growing
2023-02-19,Logistics,Freight Broker,Đà Nẵng,110,4081.46,3.83,Fresher,12,"Power BI, SAP WMS, Freight Forwarding",High,High,47.4,Growing
2023-02-20,Logistics,3PL Account Manager,Hà Nội,97,16134.69,4.94,Junior,17,"Excel, Python, Last-Mile Logistics",Medium,Low,51.6,Growing
2023-02-22,Logistics,Procurement Specialist,Đà Nẵng,106,8619.87,9.82,Fresher,27,"Supply Chain Management, Last-Mile Logistics, Power BI, ERP Systems, Python",High,Low,38.8,Growing
2023-02-24,Logistics,Last-Mile Delivery Specialist,Đồng Nai,115,14112.67,5.96,Junior,2,"Route Optimization, IoT Tracking, Negotiation, Power BI, Customs",Medium,Low,35.1,Stable
2023-03-02,Logistics,3PL Account Manager,TP.HCM,128,13052.25,3.64,Junior,22,"SQL, SAP WMS, Last-Mile Logistics, ERP Systems, Cold Chain",Low,High,68.2,Stable
2023-03-09,Logistics,Procurement Specialist,Hà Nội,95,27024.74,6.54,Senior,29,"Excel, ERP Systems, IoT Tracking, Last-Mile Logistics",Medium,High,54.8,Growing
2023-03-11,Logistics,Procurement Specialist,Đồng Nai,122,16373.27,4.28,Junior,5,"Route Optimization, Last-Mile Logistics, Freight Forwarding, Power BI, SQL",Medium,Medium,57.0,Stable
2023-03-12,Logistics,Supply Chain Analyst,Đà Nẵng,106,7804.85,3.98,Fresher,13,"Supply Chain Management, SAP WMS, Last-Mile Logistics",Medium,High,42.5,Stable
2023-03-16,Logistics,Fleet Operations Manager,TP.HCM,102,6814.23,9.04,Fresher,25,"Power BI, Cold Chain, Python",Medium,High,42.5,Declining
2023-03-16,Logistics,Logistics Coordinator,Hải Phòng,102,19209.99,4.37,Junior,1,"Power BI, Customs, Freight Forwarding, SAP WMS",Medium,Low,52.8,Growing
2023-03-17,Logistics,Transportation Engineer,Đà Nẵng,135,25892.48,7.03,Senior,22,"Customs, Python",Low,High,42.1,Stable
2023-03-19,Logistics,Fleet Operations Manager,Đồng Nai,114,12293.42,7.94,Junior,13,"Route Optimization, ERP Systems, Last-Mile Logistics, SAP WMS",Medium,Medium,69.7,Stable
2023-03-21,Logistics,Freight Broker,Bình Dương,109,27754.67,3.07,Senior,7,"Supply Chain Management, IoT Tracking",Medium,High,47.8,Stable
2023-03-22,Logistics,Transportation Engineer,Hải Phòng,105,26464.62,3.6,Senior,21,"Freight Forwarding, SQL, Negotiation",High,High,36.2,Growing
2023-03-23,Logistics,Last-Mile Delivery Specialist,Hải Phòng,103,6844.81,4.91,Fresher,10,"Freight Forwarding, Customs, Power BI",Low,Medium,35.6,Stable
2023-03-23,Logistics,Fleet Operations Manager,Đà Nẵng,115,8031.33,7.12,Fresher,5,"Cold Chain, SAP WMS, Excel, SQL",Low,Low,59.2,Stable
2023-03-23,Logistics,Warehouse Manager,Đà Nẵng,105,7722.36,6.69,Fresher,17,"Customs, Supply Chain Management, Negotiation, SAP WMS",Medium,High,54.6,Growing
2023-03-23,Logistics,Fleet Operations Manager,Hải Phòng,104,13218.62,4.96,Junior,19,"Route Optimization, SQL",Low,High,37.2,Stable
2023-03-26,Logistics,Last-Mile Delivery Specialist,Hải Phòng,124,15896.55,4.15,Junior,9,"Freight Forwarding, Customs, Negotiation, SAP WMS, Last-Mile Logistics",High,Medium,55.9,Stable
2023-03-27,Logistics,Cold Chain Manager,Bình Dương,105,12706.93,4.89,Junior,19,"Negotiation, Excel, SQL",Low,High,40.7,Growing
2023-03-28,Logistics,Last-Mile Delivery Specialist,Đồng Nai,104,22171.74,2.26,Senior,3,"Negotiation, IoT Tracking, SAP WMS",High,High,55.9,Stable
2023-03-29,Logistics,Customs Officer,Cần Thơ,105,8102.92,9.84,Fresher,20,"Negotiation, Power BI, IoT Tracking, Excel, ERP Systems",Low,Medium,46.1,Declining
2023-04-01,Logistics,Supply Chain Analyst,Đà Nẵng,116,12706.15,9.57,Fresher,0,"Freight Forwarding, Last-Mile Logistics, Python",Low,High,38.6,Stable
2023-04-02,Logistics,Transportation Engineer,TP.HCM,114,13642.45,6.62,Junior,9,"Supply Chain Management, Cold Chain",Low,High,37.4,Declining
2023-04-03,Logistics,3PL Account Manager,Đà Nẵng,103,14335.28,6.27,Junior,16,"Power BI, Negotiation, Supply Chain Management",Medium,Medium,46.7,Declining
2023-04-03,Logistics,Warehouse Manager,Đà Nẵng,107,8269.63,3.45,Fresher,23,"Customs, Power BI, IoT Tracking, Route Optimization",High,Medium,43.6,Stable
2023-04-03,Logistics,Customs Officer,Cần Thơ,129,13369.28,4.0,Junior,3,"Freight Forwarding, Negotiation",Medium,High,56.3,Stable
2023-04-05,Logistics,3PL Account Manager,Đà Nẵng,112,6772.84,7.87,Fresher,16,"IoT Tracking, Cold Chain, Freight Forwarding, Power BI, SQL",Medium,Medium,50.5,Declining
2023-04-06,Logistics,Fleet Operations Manager,Bình Dương,125,24844.87,3.03,Senior,1,"Python, Excel",Medium,Low,39.1,Growing
2023-04-08,Logistics,Customs Officer,Cần Thơ,113,22634.09,9.18,Senior,4,"ERP Systems, Customs, Python, Power BI, SAP WMS",Medium,Medium,60.6,Growing
2023-04-10,Logistics,Warehouse Manager,Bình Dương,118,9629.25,3.99,Junior,7,"Cold Chain, Supply Chain Management",Low,Medium,50.0,Declining
2023-04-12,Logistics,Freight Broker,Bình Dương,106,13166.96,2.83,Junior,15,"Python, Cold Chain",Low,High,35.9,Growing
2023-04-15,Logistics,Supply Chain Analyst,Đồng Nai,120,27672.5,3.47,Senior,26,"Supply Chain Management, IoT Tracking, Cold Chain, Customs, Freight Forwarding",Medium,High,61.3,Stable
2023-04-15,Logistics,Cold Chain Manager,Bình Dương,122,9901.06,3.56,Junior,4,"Freight Forwarding, ERP Systems, Excel, Customs",Medium,Medium,65.8,Stable
2023-04-16,Logistics,Procurement Specialist,Hải Phòng,110,13086.58,5.94,Junior,7,"Supply Chain Management, Negotiation",Medium,Medium,61.6,Growing
2023-04-16,Logistics,Procurement Specialist,Hà Nội,129,25855.8,2.33,Senior,13,"Excel, ERP Systems, SAP WMS, Route Optimization, Last-Mile Logistics",Medium,High,65.8,Declining
2023-04-16,Logistics,Logistics Coordinator,TP.HCM,109,15037.46,3.92,Junior,27,"ERP Systems, Negotiation, Python",Low,Low,37.6,Growing
2023-04-17,Logistics,Last-Mile Delivery Specialist,Cần Thơ,109,25763.25,9.52,Senior,9,"Route Optimization, Cold Chain, Python, Customs, Power BI",Low,High,47.3,Stable
2023-04-18,Logistics,Procurement Specialist,Hà Nội,120,9906.49,6.15,Junior,3,"Route Optimization, Power BI, Supply Chain Management, Freight Forwarding",Medium,Low,46.6,Declining
2023-04-19,Logistics,Warehouse Manager,Hải Phòng,117,14805.73,5.61,Junior,29,"ERP Systems, SQL, Negotiation",Medium,High,42.7,Stable
2023-04-19,Logistics,Customs Officer,Đồng Nai,107,24602.45,4.89,Senior,17,"SQL, Python, Excel, Freight Forwarding",Low,High,48.7,Growing
2023-04-20,Logistics,Fleet Operations Manager,TP.HCM,125,6566.2,3.19,Fresher,11,"Supply Chain Management, Customs",Medium,Low,69.2,Declining
2023-04-21,Logistics,Supply Chain Analyst,Hải Phòng,108,11202.61,9.16,Junior,19,"Customs, Excel, Python, Power BI, IoT Tracking",Low,High,39.7,Growing
2023-04-25,Logistics,3PL Account Manager,Cần Thơ,110,25713.47,4.43,Senior,30,"Last-Mile Logistics, Route Optimization, Negotiation",Medium,High,63.3,Growing
2023-04-26,Logistics,Customs Officer,TP.HCM,115,26935.07,5.1,Senior,6,"Excel, Freight Forwarding, Route Optimization, SAP WMS",Low,Medium,39.1,Growing
2023-04-28,Logistics,Logistics Coordinator,TP.HCM,139,27196.21,4.4,Senior,10,"SQL, Cold Chain, SAP WMS, Python",Medium,High,55.3,Stable
2023-04-29,Logistics,Fleet Operations Manager,Đà Nẵng,129,29957.37,5.33,Senior,21,"Supply Chain Management, Route Optimization",Medium,Medium,44.6,Growing
2023-05-01,Logistics,Logistics Coordinator,Cần Thơ,103,16207.42,9.46,Junior,12,"Customs, Supply Chain Management, Excel, ERP Systems",Low,High,57.1,Stable
2023-05-02,Logistics,Cold Chain Manager,Cần Thơ,106,4998.23,6.44,Fresher,4,"Route Optimization, Last-Mile Logistics",Low,High,52.3,Stable
2023-05-02,Logistics,Procurement Specialist,TP.HCM,119,27561.35,9.73,Senior,19,"SQL, Supply Chain Management, Negotiation",Low,Medium,51.5,Stable
2023-05-03,Logistics,Procurement Specialist,Cần Thơ,103,10526.06,4.09,Fresher,27,"Last-Mile Logistics, Power BI, Excel",Medium,High,69.8,Growing
2023-05-04,Logistics,Cold Chain Manager,Hải Phòng,110,23386.5,7.73,Senior,20,"SQL, Power BI",Medium,Low,42.7,Stable
2023-05-05,Logistics,Logistics Coordinator,Cần Thơ,120,24815.25,8.63,Senior,19,"Python, SAP WMS, Route Optimization",High,Low,43.3,Growing
2023-05-06,Logistics,Last-Mile Delivery Specialist,Hải Phòng,115,13753.45,8.34,Junior,23,"Route Optimization, Cold Chain",High,High,36.4,Growing
2023-05-06,Logistics,3PL Account Manager,Đà Nẵng,111,6814.92,8.53,Fresher,8,"Excel, Supply Chain Management, Freight Forwarding, Last-Mile Logistics",Medium,Medium,36.8,Growing
2023-05-13,Logistics,3PL Account Manager,TP.HCM,114,25659.74,5.55,Senior,7,"Supply Chain Management, Power BI",Low,High,37.9,Growing
2023-05-13,Logistics,Fleet Operations Manager,Hà Nội,113,10085.42,4.44,Junior,1,"Supply Chain Management, ERP Systems",Low,High,68.0,Growing
2023-05-19,Logistics,Transportation Engineer,TP.HCM,113,13203.24,2.57,Junior,1,"Power BI, Customs",Low,Medium,47.0,Declining
2023-05-21,Logistics,Logistics Coordinator,TP.HCM,118,16311.79,2.48,Junior,4,"Freight Forwarding, Power BI, Last-Mile Logistics",Low,Low,60.5,Stable
2023-05-22,Logistics,Freight Broker,Hải Phòng,103,26912.76,6.54,Senior,28,"SAP WMS, Excel, SQL, Supply Chain Management, Negotiation",Medium,Medium,58.4,Stable
2023-05-25,Logistics,Fleet Operations Manager,Hải Phòng,98,22746.94,6.03,Senior,11,"Supply Chain Management, Excel, Python",Medium,High,62.0,Stable
2023-05-27,Logistics,Freight Broker,Hà Nội,100,25369.55,6.44,Senior,22,"Power BI, SQL, Python, Supply Chain Management, Excel",Low,High,68.1,Stable
2023-05-27,Logistics,Cold Chain Manager,Bình Dương,132,6742.21,7.1,Fresher,26,"IoT Tracking, Last-Mile Logistics, Excel, Supply Chain Management, SQL",Low,Medium,41.2,Stable
2023-05-29,Logistics,Logistics Coordinator,Hải Phòng,138,14142.35,5.88,Junior,0,"Freight Forwarding, SAP WMS, SQL",Medium,High,61.3,Growing
2023-05-29,Logistics,Customs Officer,Hà Nội,104,28880.92,4.61,Senior,18,"Cold Chain, IoT Tracking, Last-Mile Logistics",Low,Medium,56.1,Declining
2023-05-31,Logistics,Cold Chain Manager,Bình Dương,130,26157.4,5.45,Senior,6,"Cold Chain, Route Optimization, SQL",Low,Medium,39.2,Stable
2023-06-02,Logistics,Last-Mile Delivery Specialist,Hải Phòng,104,15337.22,4.83,Junior,15,"Route Optimization, Customs, Excel",High,High,69.5,Stable
2023-06-04,Logistics,Supply Chain Analyst,Bình Dương,117,13317.97,2.47,Junior,4,"Customs, Last-Mile Logistics, Power BI",Medium,High,39.4,Declining
2023-06-06,Logistics,Transportation Engineer,Cần Thơ,118,25505.87,3.92,Senior,0,"SQL, Customs, Freight Forwarding",Medium,High,58.3,Stable
2023-06-06,Logistics,Logistics Coordinator,Hải Phòng,109,12816.02,3.45,Junior,11,"SQL, Last-Mile Logistics, Python, ERP Systems",High,High,69.1,Growing
2023-06-07,Logistics,3PL Account Manager,Đồng Nai,101,22545.98,9.09,Senior,30,"Python, Excel, Negotiation",Medium,High,55.2,Growing
2023-06-08,Logistics,Logistics Coordinator,Hải Phòng,128,14168.64,9.79,Junior,24,"Negotiation, Excel, SQL",Medium,Medium,60.0,Growing
2023-06-09,Logistics,Customs Officer,Cần Thơ,118,25247.78,6.11,Senior,0,"Excel, Supply Chain Management, Last-Mile Logistics, SQL",Low,High,68.0,Growing
2023-06-12,Logistics,Freight Broker,TP.HCM,114,4812.08,8.4,Fresher,29,"Freight Forwarding, SAP WMS, SQL",Medium,Medium,41.3,Stable
2023-06-17,Logistics,Procurement Specialist,Đồng Nai,133,9891.49,3.26,Fresher,12,"Freight Forwarding, Customs, IoT Tracking, Excel, Power BI",Low,High,42.1,Declining
2023-06-19,Logistics,3PL Account Manager,Cần Thơ,122,14724.71,5.98,Junior,13,"Cold Chain, Route Optimization",Medium,Low,63.6,Growing
2023-06-21,Logistics,Transportation Engineer,Đà Nẵng,115,10079.72,3.65,Junior,22,"Route Optimization, IoT Tracking, Cold Chain, Last-Mile Logistics",Medium,Medium,52.6,Stable
2023-06-22,Logistics,Logistics Coordinator,Hải Phòng,122,5679.57,4.95,Fresher,13,"Route Optimization, IoT Tracking, SAP WMS, SQL",Medium,Medium,45.3,Declining
2023-06-22,Logistics,Supply Chain Analyst,Đà Nẵng,118,23043.02,9.54,Senior,23,"Route Optimization, Freight Forwarding, SQL, Negotiation, Customs",Medium,Medium,60.3,Stable
2023-06-24,Logistics,Freight Broker,Hải Phòng,114,15800.6,2.63,Junior,14,"Freight Forwarding, Last-Mile Logistics, ERP Systems, SQL",Low,High,64.5,Growing
2023-06-25,Logistics,Supply Chain Analyst,Cần Thơ,110,28012.17,4.68,Senior,15,"Supply Chain Management, SQL, Power BI, Python",Medium,High,52.9,Stable
2023-06-28,Logistics,Freight Broker,Hà Nội,109,25556.13,7.9,Senior,29,"Negotiation, Python, Last-Mile Logistics",Medium,Medium,52.1,Growing
2023-06-28,Logistics,Supply Chain Analyst,Đà Nẵng,109,6382.85,4.56,Fresher,0,"Negotiation, Python, SAP WMS",Medium,Medium,68.5,Growing
2023-06-28,Logistics,Customs Officer,TP.HCM,122,11855.53,4.41,Junior,13,"Last-Mile Logistics, ERP Systems, Supply Chain Management, Freight Forwarding, SAP WMS",High,Medium,52.0,Growing
2023-06-29,Logistics,Cold Chain Manager,Hà Nội,125,10132.87,4.6,Fresher,15,"Python, Negotiation, SAP WMS",High,Medium,50.3,Stable
2023-07-01,Logistics,Fleet Operations Manager,Hải Phòng,104,25791.56,8.03,Senior,11,"Supply Chain Management, Customs, Negotiation, Python",Low,High,44.9,Declining
2023-07-01,Logistics,Last-Mile Delivery Specialist,Cần Thơ,123,25752.8,7.75,Senior,12,"Negotiation, Last-Mile Logistics, Excel, Freight Forwarding",Low,High,37.5,Declining
2023-07-06,Logistics,Customs Officer,TP.HCM,110,13794.12,9.56,Junior,3,"Excel, SQL, SAP WMS, Last-Mile Logistics, IoT Tracking",Low,High,52.7,Stable
2023-07-07,Logistics,Supply Chain Analyst,Hải Phòng,145,27130.04,7.19,Senior,28,"Last-Mile Logistics, SQL, Power BI",Medium,Low,59.7,Declining
2023-07-10,Logistics,Cold Chain Manager,Hải Phòng,122,14136.6,3.4,Junior,30,"Freight Forwarding, Power BI",Medium,High,40.8,Growing
2023-07-10,Logistics,Transportation Engineer,Đồng Nai,111,28868.81,5.24,Senior,17,"Negotiation, Freight Forwarding, Route Optimization, Power BI",Medium,High,36.9,Stable
2023-07-11,Logistics,Procurement Specialist,Bình Dương,116,12001.88,9.29,Junior,27,"Customs, Cold Chain",Medium,High,39.6,Growing
2023-07-13,Logistics,Customs Officer,Bình Dương,123,4742.68,9.9,Fresher,30,"SAP WMS, Freight Forwarding, ERP Systems, Negotiation, Route Optimization",Medium,High,68.6,Stable
2023-07-14,Logistics,Cold Chain Manager,Cần Thơ,129,5006.32,7.71,Fresher,22,"Negotiation, Route Optimization",Low,High,55.3,Growing
2023-07-15,Logistics,Cold Chain Manager,TP.HCM,109,8246.72,8.39,Fresher,2,"SQL, IoT Tracking, Last-Mile Logistics, Freight Forwarding",Medium,Medium,36.2,Stable
2023-07-16,Logistics,Customs Officer,TP.HCM,124,24915.52,3.81,Senior,25,"Last-Mile Logistics, Supply Chain Management, Freight Forwarding, Route Optimization, Python",High,High,51.8,Growing
2023-07-18,Logistics,Customs Officer,Bình Dương,128,6537.5,8.27,Fresher,11,"Freight Forwarding, Power BI, SAP WMS, Cold Chain",Medium,High,49.8,Declining
2023-07-19,Logistics,Logistics Coordinator,Đồng Nai,116,13981.46,9.67,Junior,21,"Route Optimization, Last-Mile Logistics, Excel",High,High,51.2,Stable
2023-07-20,Logistics,Fleet Operations Manager,Đồng Nai,108,24853.34,5.71,Senior,21,"Last-Mile Logistics, Supply Chain Management, ERP Systems, Customs, SQL",Low,Medium,61.1,Growing
2023-07-21,Logistics,Supply Chain Analyst,Bình Dương,114,14841.89,9.97,Junior,12,"Python, Excel, Supply Chain Management, IoT Tracking, Power BI",Low,Medium,54.8,Growing
2023-07-22,Logistics,Logistics Coordinator,Hà Nội,124,15498.3,8.72,Junior,15,"Power BI, Freight Forwarding, Supply Chain Management, Negotiation, ERP Systems",Low,Low,52.0,Growing
2023-07-26,Logistics,Cold Chain Manager,TP.HCM,117,23548.84,7.63,Senior,21,"Last-Mile Logistics, Python",Low,High,52.7,Growing
2023-07-28,Logistics,Warehouse Manager,Bình Dương,113,15186.71,9.74,Junior,9,"SAP WMS, ERP Systems, Supply Chain Management",Medium,Medium,64.6,Growing
