date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-08-06,Technology,Security Engineer,Ho Chi Minh City,112,7759.96,13.74,Fresher,84,"Azure, TypeScript, SQL, Redis, Spark",High,Medium,80.2,Growing
2022-08-08,Technology,Security Engineer,Ho Chi Minh City,142,18192.43,19.98,Fresher,83,"Azure, Machine Learning, Redis, Python",High,High,81.4,Stable
2022-08-10,Technology,Data Scientist,Hanoi,157,57458.99,9.72,Senior,86,"MongoDB, Rust, Kubernetes, Redis",High,Low,70.3,Stable
2022-08-13,Technology,DevOps Engineer,Bangkok,114,49013.54,5.64,Senior,56,"React, JavaScript, SQL, CI/CD",Low,Medium,93.0,Growing
2022-08-13,Technology,DevOps Engineer,Hanoi,125,26870.46,9.13,Junior,56,"AWS, JavaScript, Kubernetes, Go, Redis",High,Medium,57.8,Growing
2022-08-13,Technology,Product Manager,Singapore,141,9833.84,7.36,Fresher,40,"Kubernetes, Node.js, TensorFlow, Docker, CI/CD",High,High,63.9,Growing
2022-08-15,Technology,ML Engineer,Hanoi,144,46610.59,5.6,Senior,56,"Spark, Machine Learning, SQL, Node.js, React, Docker, CI/CD",Medium,High,74.3,Growing
2022-08-16,Technology,Full Stack Developer,Ho Chi Minh City,121,9983.21,8.86,Fresher,84,"SQL, Node.js, Kubernetes, MongoDB",High,Medium,78.3,Stable
2022-08-16,Technology,Frontend Developer,Hanoi,134,8745.35,10.79,Fresher,89,"MongoDB, Redis, Node.js, React, Python",High,Low,63.5,Growing
2022-08-16,Technology,DevOps Engineer,Jakarta,131,14489.3,5.68,Fresher,65,"TypeScript, Azure, Spark, Python, JavaScript",Medium,Medium,95.2,Stable
2022-08-16,Technology,ML Engineer,Bangkok,151,40306.85,14.4,Senior,97,"Machine Learning, JavaScript, MongoDB",High,Medium,70.2,Growing
2022-08-19,Technology,Cloud Architect,Manila,140,17861.99,19.62,Junior,88,"MongoDB, SQL, TensorFlow, Python, Spark, Rust",Low,Low,66.0,Declining
2022-08-20,Technology,Cloud Architect,Hanoi,149,48385.05,12.26,Senior,98,"Kubernetes, Docker, TensorFlow, SQL",Low,Medium,88.5,Growing
2022-08-21,Technology,DevOps Engineer,Bangkok,135,19507.63,8.94,Junior,49,"SQL, TensorFlow, CI/CD, Node.js, React, MongoDB",Medium,Medium,97.4,Stable
2022-08-27,Technology,Product Manager,Jakarta,126,24037.86,13.49,Junior,81,"CI/CD, Kubernetes, Python, Rust, Docker",High,Low,72.8,Growing
2022-08-27,Technology,Data Analyst,Hanoi,148,40251.76,6.92,Senior,75,"MongoDB, Machine Learning, AWS, CI/CD",High,High,74.4,Growing
2022-08-29,Technology,QA Engineer,Bangkok,145,46686.07,19.87,Senior,77,"Machine Learning, Kubernetes, TensorFlow, AWS, Rust",Low,Low,62.0,Growing
2022-08-29,Technology,Backend Developer,Bangkok,126,43896.41,9.05,Senior,45,"SQL, React, TensorFlow",Medium,Medium,80.7,Growing
2022-08-31,Technology,QA Engineer,Bangkok,152,28941.8,12.2,Junior,61,"Docker, GraphQL, Machine Learning, Kubernetes, MongoDB",High,Medium,97.1,Stable
2022-09-06,Technology,Product Manager,Ho Chi Minh City,150,52055.21,7.52,Senior,83,"Docker, Node.js, Azure, SQL, MongoDB, AWS",Medium,Low,55.3,Growing
2022-09-06,Technology,ML Engineer,Jakarta,148,45712.31,9.38,Senior,93,"Python, TensorFlow, React, SQL, AWS",High,Low,96.8,Stable
2022-09-07,Technology,Software Engineer,Ho Chi Minh City,140,44871.07,13.63,Senior,46,"Rust, Docker, Python, GraphQL, JavaScript, Redis, Machine Learning",Medium,Low,59.0,Stable
2022-09-07,Technology,ML Engineer,Bangkok,148,47802.6,14.78,Senior,50,"MongoDB, Machine Learning, CI/CD, AWS, Rust",Medium,Low,90.4,Stable
2022-09-07,Technology,ML Engineer,Bangkok,138,15848.04,8.37,Fresher,77,"Node.js, Redis, JavaScript, Spark",Low,Low,57.0,Growing
2022-09-12,Technology,Full Stack Developer,Da Nang,137,9771.14,10.57,Fresher,59,"React, Rust, Redis, SQL",Medium,High,63.1,Growing
2022-09-15,Technology,Data Scientist,Bangkok,141,40242.26,16.06,Senior,92,"Azure, Machine Learning, Rust, CI/CD",High,Medium,58.1,Growing
2022-09-17,Technology,Security Engineer,Da Nang,137,25176.59,11.72,Junior,52,"JavaScript, Kubernetes, React, AWS, TensorFlow",Medium,Low,66.4,Stable
2022-09-17,Technology,Data Scientist,Da Nang,140,11035.5,14.81,Fresher,82,"React, Spark, Kubernetes",High,Low,85.5,Stable
2022-09-21,Technology,ML Engineer,Hanoi,121,45098.42,9.57,Senior,87,"SQL, Kubernetes, Docker, Rust, Machine Learning",Medium,Low,78.8,Growing
2022-09-22,Technology,Cloud Architect,Ho Chi Minh City,142,19235.42,7.45,Junior,84,"TensorFlow, CI/CD, GraphQL, Python, JavaScript",High,Medium,79.2,Growing
2022-09-26,Technology,Data Analyst,Singapore,159,15134.81,18.92,Fresher,98,"Go, CI/CD, TypeScript, Python",High,High,72.9,Declining
2022-09-28,Technology,Full Stack Developer,Singapore,143,9140.82,17.41,Fresher,74,"Rust, TypeScript, SQL",High,Medium,82.2,Stable
2022-09-28,Technology,ML Engineer,Bangkok,147,7208.6,6.17,Fresher,94,"Python, TensorFlow, CI/CD, Node.js, Spark",Medium,Low,87.9,Growing
2022-10-01,Technology,Data Scientist,Da Nang,146,22754.4,9.9,Junior,65,"Spark, AWS, MongoDB, SQL, TensorFlow, Machine Learning",High,Medium,63.5,Stable
2022-10-01,Technology,Full Stack Developer,Jakarta,139,14004.09,5.54,Fresher,72,"React, JavaScript, CI/CD, Redis, Machine Learning, Rust, MongoDB",High,High,91.8,Stable
2022-10-02,Technology,Cloud Architect,Manila,160,9563.83,19.67,Fresher,90,"Rust, TensorFlow, Go, React",Low,High,87.0,Growing
2022-10-03,Technology,Software Engineer,Ho Chi Minh City,137,46557.92,15.08,Senior,88,"TypeScript, Go, Machine Learning",High,Medium,96.3,Growing
2022-10-06,Technology,QA Engineer,Ho Chi Minh City,137,40012.11,12.79,Senior,100,"Docker, CI/CD, Machine Learning, SQL, MongoDB, Spark, AWS",High,High,77.9,Growing
2022-10-06,Technology,Data Scientist,Ho Chi Minh City,138,10435.09,5.6,Fresher,48,"React, Node.js, Spark, Docker, AWS, CI/CD, GraphQL",Medium,Medium,74.9,Declining
2022-10-08,Technology,DevOps Engineer,Hanoi,138,15825.25,6.04,Fresher,48,"Python, Azure, AWS, Redis",Medium,Low,62.3,Growing
2022-10-10,Technology,Frontend Developer,Manila,151,32975.52,10.03,Junior,65,"Spark, Kubernetes, Redis, Python, Go, CI/CD",Low,Low,91.4,Growing
2022-10-10,Technology,Software Engineer,Bangkok,154,41482.25,18.87,Senior,100,"TypeScript, AWS, Machine Learning, GraphQL",High,Low,59.3,Growing
2022-10-10,Technology,QA Engineer,Jakarta,129,40006.14,9.37,Senior,40,"Spark, Redis, Machine Learning, React, Kubernetes, TypeScript, MongoDB",High,Medium,77.8,Declining
2022-10-11,Technology,QA Engineer,Manila,135,51984.48,5.37,Senior,55,"CI/CD, TypeScript, SQL, AWS, Node.js",Medium,High,78.9,Growing
2022-10-12,Technology,Product Manager,Ho Chi Minh City,146,13403.01,19.8,Fresher,75,"Rust, AWS, TypeScript, CI/CD, MongoDB, Spark",High,Low,59.0,Growing
2022-10-13,Technology,QA Engineer,Hanoi,133,16089.58,16.13,Fresher,47,"GraphQL, Spark, AWS, Node.js, Python",Low,Low,75.4,Growing
2022-10-14,Technology,Software Engineer,Ho Chi Minh City,154,16306.39,9.56,Fresher,97,"Machine Learning, Go, CI/CD, TypeScript, SQL, JavaScript, Azure",Medium,High,92.6,Growing
2022-10-14,Technology,DevOps Engineer,Bangkok,152,32748.76,13.88,Junior,72,"TensorFlow, Azure, CI/CD, MongoDB, React",High,Low,61.6,Growing
2022-10-14,Technology,ML Engineer,Singapore,131,28357.51,19.47,Junior,52,"AWS, MongoDB, Python, Rust, GraphQL, Go, Docker",High,High,59.1,Growing
2022-10-14,Technology,ML Engineer,Bangkok,128,27253.81,19.18,Junior,48,"AWS, React, Azure, Spark, Redis, Kubernetes, Machine Learning",Medium,High,66.4,Stable
2022-10-15,Technology,Data Analyst,Manila,143,48056.53,19.29,Senior,42,"TensorFlow, Python, Kubernetes, Node.js",High,Medium,81.2,Growing
2022-10-16,Technology,Cloud Architect,Singapore,141,29197.72,8.25,Junior,92,"GraphQL, Docker, AWS",Medium,Medium,59.1,Stable
2022-10-17,Technology,Backend Developer,Jakarta,146,37728.09,5.18,Senior,77,"GraphQL, Node.js, CI/CD, Spark, Docker, Redis, Azure",High,Medium,74.5,Declining
2022-10-18,Technology,Full Stack Developer,Jakarta,131,26400.64,10.41,Junior,90,"Node.js, Kubernetes, Spark, Azure, GraphQL, AWS",Medium,High,88.7,Stable
2022-10-19,Technology,Security Engineer,Bangkok,148,27566.6,6.66,Junior,73,"Node.js, Redis, CI/CD, Azure, React, Rust",Medium,Low,65.9,Growing
2022-10-21,Technology,Full Stack Developer,Bangkok,137,43250.29,10.68,Senior,89,"Machine Learning, Rust, TypeScript, Node.js, GraphQL, JavaScript",Medium,Medium,59.1,Growing
2022-10-22,Technology,QA Engineer,Singapore,150,43512.17,10.82,Senior,48,"Kubernetes, Spark, SQL, MongoDB, GraphQL, TypeScript",Medium,Low,78.9,Growing
2022-10-25,Technology,Full Stack Developer,Bangkok,140,20260.38,17.93,Junior,78,"TensorFlow, Machine Learning, Node.js, Spark, CI/CD, AWS, Docker",High,Low,82.6,Declining
2022-10-26,Technology,Security Engineer,Hanoi,134,41804.0,19.8,Senior,72,"Docker, React, Spark, TensorFlow",High,High,64.6,Stable
2022-10-26,Technology,Product Manager,Da Nang,145,42011.19,5.83,Senior,84,"JavaScript, Docker, GraphQL",Medium,Medium,70.0,Stable
2022-10-29,Technology,Product Manager,Bangkok,138,47948.42,11.59,Senior,81,"Azure, AWS, React",Medium,Medium,86.6,Growing
2022-10-30,Technology,Full Stack Developer,Singapore,132,16644.84,7.75,Junior,51,"Node.js, MongoDB, Go, Azure",High,Low,97.1,Stable
2022-10-31,Technology,QA Engineer,Hanoi,157,29398.32,5.76,Junior,46,"JavaScript, SQL, Go, TensorFlow",Medium,Low,92.3,Stable
2022-11-02,Technology,Product Manager,Bangkok,130,43743.63,15.03,Senior,52,"Go, Docker, Redis, Python",High,Medium,75.3,Growing
2022-11-03,Technology,Frontend Developer,Bangkok,132,47555.91,17.88,Senior,93,"MongoDB, GraphQL, SQL, Spark, Machine Learning, Python, Docker",Medium,Low,94.2,Growing
2022-11-03,Technology,Data Scientist,Da Nang,154,19928.33,7.07,Junior,56,"GraphQL, Kubernetes, CI/CD, React",Medium,Low,88.3,Growing
2022-11-03,Technology,Cloud Architect,Manila,129,43191.53,16.18,Senior,56,"SQL, Kubernetes, Rust, GraphQL, JavaScript, React",Medium,Medium,82.1,Growing
2022-11-04,Technology,Backend Developer,Manila,127,51280.39,8.94,Senior,66,"Rust, SQL, Node.js, Kubernetes, GraphQL",High,Medium,95.3,Stable
2022-11-05,Technology,Security Engineer,Manila,132,22241.37,11.27,Junior,84,"React, MongoDB, Go, Node.js, Python",Medium,Low,68.9,Stable
2022-11-05,Technology,Software Engineer,Bangkok,130,11211.64,5.82,Fresher,61,"Node.js, Redis, SQL, Kubernetes, JavaScript, Azure",High,Medium,67.9,Stable
2022-11-08,Technology,ML Engineer,Jakarta,142,46315.48,9.81,Senior,59,"Azure, AWS, GraphQL, Go",High,Medium,87.6,Growing
2022-11-08,Technology,Cloud Architect,Singapore,145,46990.63,6.64,Senior,45,"Kubernetes, Node.js, Go, Docker, Rust, React, Azure",High,High,71.4,Growing
2022-11-11,Technology,Security Engineer,Ho Chi Minh City,150,24624.29,13.51,Junior,43,"TensorFlow, Docker, Python, JavaScript, Node.js, Kubernetes, GraphQL",Medium,Medium,76.4,Growing
2022-11-12,Technology,Full Stack Developer,Manila,144,41587.63,18.18,Senior,41,"GraphQL, Azure, AWS, JavaScript, SQL, Redis, TypeScript",High,Medium,71.3,Stable
2022-11-14,Technology,DevOps Engineer,Ho Chi Minh City,145,11247.49,5.21,Fresher,41,"AWS, GraphQL, TypeScript",High,High,64.9,Growing
2022-11-15,Technology,Product Manager,Singapore,133,52356.38,10.88,Senior,48,"Spark, Python, Docker, Kubernetes, CI/CD, Machine Learning, React",High,Low,65.4,Growing
2022-11-15,Technology,Data Scientist,Bangkok,158,17809.08,13.91,Junior,69,"Go, Kubernetes, SQL",High,Low,92.8,Stable
2022-11-16,Technology,Cloud Architect,Bangkok,160,48165.5,14.64,Senior,81,"SQL, MongoDB, Node.js, Redis, AWS",Medium,Medium,63.2,Growing
2022-11-16,Technology,Cloud Architect,Singapore,164,46512.42,11.71,Senior,88,"Spark, GraphQL, MongoDB",High,High,87.2,Growing
2022-11-17,Technology,Cloud Architect,Bangkok,145,46816.82,11.97,Senior,65,"React, Go, MongoDB, CI/CD, SQL, TypeScript, TensorFlow",High,Low,70.8,Stable
2022-11-18,Technology,Cloud Architect,Da Nang,131,10428.37,9.06,Fresher,58,"Spark, AWS, TensorFlow, Rust, Node.js, Machine Learning",High,Medium,93.0,Declining
2022-11-18,Technology,Backend Developer,Singapore,148,13057.42,6.27,Fresher,48,"CI/CD, TensorFlow, TypeScript, Python, AWS",High,Medium,72.9,Growing
2022-11-19,Technology,DevOps Engineer,Da Nang,148,14379.34,9.82,Fresher,81,"AWS, MongoDB, SQL",High,Medium,63.3,Stable
2022-11-20,Technology,QA Engineer,Manila,160,13937.21,16.82,Fresher,81,"React, Rust, Machine Learning",Low,Medium,71.5,Stable
2022-11-21,Technology,Backend Developer,Hanoi,141,24930.16,11.21,Junior,47,"MongoDB, Docker, SQL",Medium,Low,79.5,Growing
2022-11-21,Technology,Product Manager,Singapore,131,54381.74,15.16,Senior,49,"React, TensorFlow, JavaScript, Node.js, AWS",High,High,63.4,Stable
2022-11-21,Technology,ML Engineer,Da Nang,142,28840.23,18.96,Junior,68,"Docker, MongoDB, SQL, React, CI/CD, Python, Kubernetes",High,Medium,56.6,Declining
2022-11-21,Technology,Full Stack Developer,Jakarta,131,47296.96,7.97,Senior,71,"JavaScript, TypeScript, AWS, SQL, React, Go, Spark",Medium,Low,94.2,Stable
2022-11-23,Technology,Backend Developer,Hanoi,129,13319.71,13.01,Fresher,91,"Python, TensorFlow, React",High,Low,57.9,Declining
2022-11-24,Technology,Full Stack Developer,Ho Chi Minh City,161,31281.24,12.08,Junior,62,"JavaScript, Azure, Go, Machine Learning",High,High,68.8,Growing
2022-11-24,Technology,Frontend Developer,Manila,145,41798.12,7.26,Senior,44,"MongoDB, SQL, Spark, Docker, Go, CI/CD, Machine Learning",High,High,57.0,Growing
2022-11-24,Technology,Software Engineer,Manila,145,20449.97,8.74,Fresher,74,"TensorFlow, SQL, GraphQL, MongoDB, Rust, Redis, Spark",Medium,Medium,60.1,Declining
2022-11-28,Technology,ML Engineer,Jakarta,148,25929.23,8.39,Junior,44,"JavaScript, Rust, MongoDB, TensorFlow, Python",Medium,High,91.1,Growing
2022-12-01,Technology,Data Analyst,Manila,129,10682.2,9.94,Fresher,52,"Redis, AWS, Azure, Kubernetes, Python, JavaScript, Spark",High,Medium,78.6,Declining
2022-12-01,Technology,Full Stack Developer,Ho Chi Minh City,145,51052.72,13.43,Senior,49,"Rust, CI/CD, Redis",Low,Medium,60.4,Stable
2022-12-05,Technology,Security Engineer,Jakarta,157,53051.71,8.17,Senior,78,"Spark, Rust, MongoDB, Kubernetes, GraphQL, JavaScript, Azure",Medium,Medium,63.1,Growing
2022-12-06,Technology,Data Scientist,Bangkok,133,45672.96,15.12,Senior,98,"AWS, Kubernetes, GraphQL",Medium,High,94.1,Stable
2022-12-08,Technology,Security Engineer,Da Nang,169,25672.08,12.1,Fresher,50,"MongoDB, Machine Learning, Python, React, JavaScript, Go",High,Medium,66.5,Stable
2022-12-08,Technology,Security Engineer,Da Nang,156,17590.06,17.49,Fresher,56,"Azure, Kubernetes, Node.js, Spark, Python",High,Low,86.4,Growing
2022-12-08,Technology,Cloud Architect,Manila,154,22807.31,16.85,Junior,76,"Python, Docker, Kubernetes, TensorFlow, Machine Learning, MongoDB, GraphQL",High,Medium,81.9,Growing
2022-12-11,Technology,QA Engineer,Jakarta,144,19866.65,10.6,Fresher,60,"GraphQL, Kubernetes, Go, Azure",Medium,High,77.5,Stable
2022-12-14,Technology,Frontend Developer,Jakarta,165,12733.75,7.66,Fresher,50,"Redis, React, Spark",High,High,69.6,Growing
2022-12-14,Technology,DevOps Engineer,Ho Chi Minh City,124,46632.82,18.63,Senior,52,"Docker, Azure, React",Low,Medium,93.3,Growing
2022-12-16,Technology,Security Engineer,Ho Chi Minh City,130,23298.27,14.58,Junior,81,"GraphQL, Redis, MongoDB, TypeScript",Medium,Medium,82.0,Declining
2022-12-23,Technology,Cloud Architect,Jakarta,158,22842.18,11.44,Junior,47,"Python, Rust, JavaScript, SQL",High,Low,85.0,Growing
2022-12-24,Technology,DevOps Engineer,Jakarta,133,9072.54,10.18,Fresher,58,"Docker, Redis, Azure, Kubernetes",High,High,89.5,Growing
2022-12-25,Technology,DevOps Engineer,Ho Chi Minh City,144,19676.62,17.12,Junior,41,"Rust, TensorFlow, Azure, TypeScript",High,Low,68.6,Stable
2022-12-25,Technology,QA Engineer,Bangkok,143,42370.39,8.07,Senior,49,"JavaScript, AWS, Kubernetes, Go, TypeScript, Rust",High,Low,59.0,Stable
2022-12-26,Technology,ML Engineer,Jakarta,146,13650.15,7.26,Fresher,49,"Rust, TypeScript, Node.js, Python, JavaScript, Go, Azure",Medium,Medium,62.8,Growing
2022-12-26,Technology,QA Engineer,Jakarta,138,33235.18,11.3,Junior,75,"Kubernetes, CI/CD, Machine Learning",High,Low,71.5,Stable
2022-12-26,Technology,DevOps Engineer,Bangkok,123,51342.89,12.1,Senior,93,"SQL, JavaScript, Docker, TypeScript, Node.js, MongoDB, Kubernetes",High,High,62.1,Stable
2022-12-28,Technology,QA Engineer,Ho Chi Minh City,153,21430.84,16.22,Junior,79,"MongoDB, SQL, Docker, Redis",High,Medium,74.7,Stable
2022-12-29,Technology,Software Engineer,Jakarta,143,16497.64,11.04,Fresher,81,"CI/CD, SQL, Python",High,High,61.6,Stable
2023-01-03,Technology,Backend Developer,Da Nang,152,23091.22,19.25,Junior,72,"CI/CD, React, GraphQL, TensorFlow, Spark, MongoDB",Medium,Medium,69.7,Growing
2023-01-05,Technology,DevOps Engineer,Da Nang,143,46996.75,6.96,Senior,63,"Redis, Rust, React, Python, Spark, Docker",High,Medium,73.9,Declining
2023-01-07,Technology,DevOps Engineer,Hanoi,158,17558.88,13.3,Junior,55,"TypeScript, Spark, GraphQL, MongoDB, Rust, Azure, CI/CD",Medium,Medium,79.0,Declining
2023-01-10,Technology,Backend Developer,Ho Chi Minh City,153,24175.66,18.92,Junior,59,"Python, Redis, Node.js",Medium,Medium,66.4,Growing
2023-01-10,Technology,Cloud Architect,Hanoi,151,9425.77,15.16,Fresher,76,"Kubernetes, Go, SQL, TypeScript, Spark, Azure, AWS",High,Low,86.2,Declining
2023-01-11,Technology,Data Analyst,Manila,148,16089.0,6.56,Fresher,44,"Kubernetes, GraphQL, TypeScript",High,Medium,98.0,Growing
2023-01-12,Technology,Backend Developer,Bangkok,136,17056.84,10.89,Fresher,54,"MongoDB, Spark, Python, Azure, Redis, TypeScript",Medium,Medium,58.4,Declining
2023-01-14,Technology,Full Stack Developer,Da Nang,124,22990.79,9.38,Junior,89,"TypeScript, JavaScript, Node.js, Docker, Rust, SQL, Python",High,Low,76.1,Stable
2023-01-15,Technology,QA Engineer,Singapore,144,5254.8,11.28,Fresher,100,"Go, React, Spark, Redis",Low,Low,75.4,Declining
2023-01-15,Technology,Product Manager,Hanoi,144,9667.29,17.18,Fresher,77,"Azure, Docker, Redis, GraphQL",High,High,87.7,Growing
2023-01-16,Technology,Backend Developer,Ho Chi Minh City,164,27665.11,12.8,Junior,73,"Docker, React, Go, JavaScript, Rust",Medium,Low,70.8,Growing
2023-01-16,Technology,Security Engineer,Singapore,133,25992.81,16.23,Junior,92,"AWS, MongoDB, Kubernetes, Rust, GraphQL",High,Medium,92.7,Growing
2023-01-17,Technology,QA Engineer,Singapore,148,32650.05,17.4,Junior,72,"React, GraphQL, SQL, CI/CD, Redis, Docker, Rust",High,Medium,84.4,Declining
2023-01-20,Technology,Software Engineer,Ho Chi Minh City,156,14797.13,19.39,Fresher,55,"Spark, AWS, GraphQL, Rust, JavaScript, Node.js, Python",Medium,Medium,85.4,Growing
2023-01-20,Technology,Full Stack Developer,Hanoi,139,11964.25,12.46,Fresher,75,"TensorFlow, GraphQL, Python",Medium,Medium,77.3,Stable
2023-01-20,Technology,Backend Developer,Jakarta,133,47106.37,8.01,Senior,74,"JavaScript, Spark, React, Python, GraphQL, Go, MongoDB",Medium,Medium,63.0,Growing
2023-01-21,Technology,QA Engineer,Da Nang,149,24247.35,11.11,Junior,53,"SQL, Redis, Rust, React, Python, Azure",High,High,79.4,Stable
2023-01-25,Technology,Security Engineer,Ho Chi Minh City,159,12650.81,16.74,Fresher,42,"React, Kubernetes, Python, CI/CD, Docker, MongoDB, TypeScript",Medium,Low,79.5,Growing
2023-01-27,Technology,Cloud Architect,Singapore,148,29003.69,6.5,Junior,74,"Docker, GraphQL, Node.js, Kubernetes",High,High,83.2,Growing
2023-01-28,Technology,Data Analyst,Bangkok,176,16939.04,17.76,Fresher,87,"TypeScript, Azure, Machine Learning, TensorFlow",High,Medium,82.4,Stable
2023-01-30,Technology,Frontend Developer,Bangkok,144,40341.0,11.52,Senior,42,"Machine Learning, Azure, Kubernetes, TypeScript, SQL",High,Medium,94.7,Growing
2023-02-01,Technology,Security Engineer,Hanoi,156,47722.71,8.95,Senior,52,"CI/CD, Rust, SQL, Redis, AWS",Medium,Low,73.0,Declining
2023-02-05,Technology,QA Engineer,Bangkok,151,19163.9,18.78,Junior,64,"Go, SQL, TensorFlow, JavaScript, Python, MongoDB, CI/CD",Medium,Medium,65.7,Stable
2023-02-09,Technology,ML Engineer,Da Nang,149,28851.86,19.03,Junior,42,"TypeScript, Go, CI/CD, Azure, MongoDB",High,Low,75.1,Growing
2023-02-11,Technology,Cloud Architect,Bangkok,160,8398.99,12.09,Fresher,90,"GraphQL, Docker, Go, Spark, Node.js, CI/CD, SQL",Medium,Medium,76.9,Stable
2023-02-12,Technology,Cloud Architect,Jakarta,142,9137.77,8.1,Fresher,53,"Azure, TensorFlow, SQL, MongoDB, Spark, Redis",Medium,High,73.2,Stable
2023-02-12,Technology,Full Stack Developer,Ho Chi Minh City,144,9739.53,17.89,Fresher,43,"Azure, GraphQL, React, CI/CD",High,Low,74.3,Growing
2023-02-12,Technology,DevOps Engineer,Manila,130,47824.02,6.43,Senior,64,"Azure, TypeScript, React, JavaScript, Python, Docker",High,Medium,70.1,Growing
2023-02-12,Technology,Full Stack Developer,Singapore,156,40456.82,13.54,Senior,73,"Machine Learning, TypeScript, Node.js, TensorFlow, GraphQL, JavaScript",High,Medium,80.4,Growing
2023-02-14,Technology,Product Manager,Da Nang,145,51724.51,8.84,Senior,100,"React, Azure, Docker",High,High,95.2,Growing
2023-02-14,Technology,QA Engineer,Singapore,136,37689.11,8.69,Senior,61,"GraphQL, Spark, Go, Azure",High,Medium,57.8,Growing
2023-02-15,Technology,Product Manager,Jakarta,135,53035.95,19.65,Senior,84,"MongoDB, JavaScript, Go, TypeScript, Spark, Rust",Medium,Medium,68.7,Growing
2023-02-18,Technology,DevOps Engineer,Jakarta,146,20300.01,19.22,Fresher,67,"Azure, Spark, Rust, Go, AWS, TensorFlow",High,Medium,58.9,Growing
2023-02-18,Technology,Data Analyst,Jakarta,174,28361.79,14.57,Junior,81,"GraphQL, Redis, Node.js",High,Low,77.1,Stable
2023-02-20,Technology,Data Analyst,Manila,160,53960.6,11.59,Senior,41,"TypeScript, Kubernetes, CI/CD, GraphQL, Machine Learning",High,Low,82.7,Growing
2023-02-21,Technology,ML Engineer,Da Nang,147,5403.56,7.76,Fresher,58,"TypeScript, Python, GraphQL, SQL",Medium,Medium,62.1,Growing
2023-02-23,Technology,Backend Developer,Singapore,161,23163.22,8.18,Fresher,51,"GraphQL, AWS, MongoDB, SQL, Machine Learning, Go, TypeScript",High,High,94.7,Growing
2023-02-26,Technology,ML Engineer,Hanoi,140,28525.99,7.22,Junior,53,"Redis, AWS, Kubernetes, React",Medium,High,94.3,Growing
2023-02-26,Technology,Full Stack Developer,Jakarta,161,47509.03,6.62,Senior,55,"Docker, React, Rust, JavaScript, Machine Learning",High,Low,94.4,Declining
2023-02-26,Technology,Security Engineer,Jakarta,144,42015.1,5.86,Senior,51,"Docker, TypeScript, Rust, AWS",High,Medium,89.4,Growing
2023-02-27,Technology,Cloud Architect,Ho Chi Minh City,169,12764.75,16.31,Fresher,44,"Spark, GraphQL, JavaScript, Machine Learning, TypeScript, React",High,Medium,70.3,Growing
2023-02-28,Technology,QA Engineer,Hanoi,149,25262.92,18.08,Junior,51,"Spark, Kubernetes, CI/CD, TypeScript, Node.js, Docker",High,High,80.9,Stable
2023-03-02,Technology,DevOps Engineer,Jakarta,143,15419.55,13.23,Fresher,91,"TensorFlow, SQL, Redis, Docker, JavaScript, Node.js",Medium,Medium,95.6,Growing
2023-03-02,Technology,Backend Developer,Ho Chi Minh City,159,28623.57,10.19,Junior,53,"JavaScript, Python, Go, Azure, Docker, TensorFlow, TypeScript",Medium,High,80.2,Growing
2023-03-02,Technology,Product Manager,Singapore,176,54818.12,18.44,Senior,88,"Kubernetes, AWS, TypeScript, CI/CD, Azure, Go, Docker",Low,Medium,59.3,Growing
2023-03-03,Technology,Product Manager,Ho Chi Minh City,158,43364.43,19.9,Senior,64,"Azure, Kubernetes, TensorFlow, TypeScript",High,High,67.1,Growing
2023-03-04,Technology,Backend Developer,Jakarta,162,16844.21,13.18,Fresher,82,"Node.js, Python, TypeScript, MongoDB",Medium,High,81.7,Stable
2023-03-04,Technology,Data Analyst,Da Nang,152,20480.62,11.14,Junior,76,"TensorFlow, Rust, GraphQL, Node.js, MongoDB, TypeScript",High,Medium,78.8,Growing
2023-03-05,Technology,Cloud Architect,Manila,176,31278.73,13.36,Junior,42,"Spark, Kubernetes, TensorFlow, AWS, Redis, Azure, CI/CD",High,High,67.7,Stable
2023-03-07,Technology,Data Analyst,Manila,175,33565.42,12.01,Junior,41,"Rust, GraphQL, Python, Go, Node.js, Spark, Kubernetes",High,High,88.7,Growing
2023-03-08,Technology,Data Scientist,Singapore,162,19552.13,6.58,Junior,41,"JavaScript, Go, AWS, TypeScript, Rust, TensorFlow, Python",High,High,57.9,Growing
2023-03-09,Technology,Backend Developer,Singapore,158,11419.94,6.31,Fresher,55,"CI/CD, MongoDB, React",Low,High,60.1,Stable
2023-03-10,Technology,Security Engineer,Singapore,162,13239.53,9.09,Fresher,52,"Azure, TensorFlow, TypeScript, Redis",Medium,Medium,59.8,Growing
2023-03-11,Technology,Cloud Architect,Ho Chi Minh City,150,50345.1,19.52,Senior,93,"TypeScript, Node.js, Kubernetes, SQL, AWS, Machine Learning, Azure",High,Low,57.5,Declining
2023-03-12,Technology,Cloud Architect,Singapore,154,43709.48,13.94,Senior,91,"CI/CD, GraphQL, AWS",Low,Medium,60.1,Stable
2023-03-15,Technology,Cloud Architect,Da Nang,149,42732.64,17.07,Senior,54,"Redis, GraphQL, TypeScript, JavaScript",High,Low,71.7,Growing
