date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-09-01,Retail & E-Commerce,Customer Success Manager,Bình Dương,125,16143.5,8.28,Junior,41,"SEM, Excel",Medium,Medium,52.8,Stable
2022-09-04,Retail & E-Commerce,Performance Marketing Manager,Cần Thơ,126,9059.99,7.27,Fresher,43,"Facebook Ads, Email Marketing, Supply Chain, SEM",High,Medium,51.5,Declining
2022-09-05,Retail & E-Commerce,Performance Marketing Manager,Bình Dương,135,9229.35,8.3,Fresher,26,"Google Analytics, Tableau, CRM",Low,High,79.7,Growing
2022-09-06,Retail & E-Commerce,UX Designer,Hà Nội,126,7565.8,4.79,Fresher,30,"Supply Chain, A/B Testing",High,Medium,47.3,Growing
2022-09-08,Retail & E-Commerce,Growth Hacker,Hà Nội,138,30029.19,12.46,Senior,64,"SEO, Email Marketing",High,Medium,71.0,Declining
2022-09-14,Retail & E-Commerce,E-Commerce Manager,Hải Phòng,121,30488.69,7.48,Senior,66,"A/B Testing, Shopify, SEO, SEM, Facebook Ads",Medium,High,71.5,Growing
2022-09-15,Retail & E-Commerce,Growth Hacker,Đồng Nai,110,27376.08,7.51,Senior,45,"Email Marketing, Google Analytics, SEO",High,Medium,77.1,Growing
2022-09-16,Retail & E-Commerce,E-Commerce Manager,Cần Thơ,128,5945.52,7.15,Fresher,26,"Python, SEM, Excel, SQL, Shopify",Low,Medium,52.0,Growing
2022-09-17,Retail & E-Commerce,Growth Hacker,Đà Nẵng,96,27324.89,10.8,Senior,38,"SQL, Supply Chain, CRM, SEO, Google Analytics, A/B Testing",High,High,69.8,Stable
2022-09-17,Retail & E-Commerce,Customer Success Manager,Hải Phòng,107,14639.8,5.84,Fresher,54,"SEO, Email Marketing, SQL, Facebook Ads",Low,Medium,64.6,Growing
2022-09-19,Retail & E-Commerce,UX Designer,Hải Phòng,116,22377.14,4.71,Junior,39,"Python, Supply Chain, SEM, Tableau, Customer Journey",High,High,67.8,Growing
2022-09-20,Retail & E-Commerce,Merchandising Analyst,TP.HCM,102,29151.73,6.48,Senior,47,"SEO, Email Marketing, Shopify",Low,Medium,65.7,Declining
2022-09-21,Retail & E-Commerce,Digital Marketing Specialist,Đà Nẵng,121,16779.24,7.34,Junior,59,"CRM, Supply Chain, Customer Journey, Google Analytics, Inventory Management",High,Medium,70.3,Declining
2022-09-22,Retail & E-Commerce,Digital Marketing Specialist,Đà Nẵng,112,10940.62,5.79,Junior,28,"Inventory Management, Facebook Ads, SEM, Customer Journey, Google Analytics, Excel",High,Medium,46.2,Stable
2022-09-22,Retail & E-Commerce,Customer Success Manager,TP.HCM,108,25236.09,5.47,Senior,23,"Google Analytics, Python, SEM, Customer Journey",Medium,High,48.9,Growing
2022-09-22,Retail & E-Commerce,E-Commerce Manager,Cần Thơ,118,13710.62,4.13,Junior,64,"SQL, Email Marketing",High,High,74.7,Declining
2022-09-22,Retail & E-Commerce,Category Manager,Đồng Nai,123,12252.45,12.08,Junior,55,"SEO, Shopify, Inventory Management, Excel, Email Marketing, CRM",Medium,Medium,50.2,Declining
2022-09-23,Retail & E-Commerce,CRM Specialist,Cần Thơ,117,21446.41,5.54,Junior,47,"Google Analytics, A/B Testing, Email Marketing, Customer Journey, Python, Supply Chain",Low,Low,75.5,Growing
2022-09-24,Retail & E-Commerce,Store Operations Manager,Hà Nội,106,31921.7,11.28,Senior,41,"SQL, Inventory Management, CRM, Python, Email Marketing",High,Low,71.3,Growing
2022-09-26,Retail & E-Commerce,UX Designer,Cần Thơ,108,34191.66,6.05,Senior,24,"SEO, Excel, Supply Chain",High,Medium,75.6,Growing
2022-09-26,Retail & E-Commerce,E-Commerce Manager,TP.HCM,122,29781.19,9.08,Senior,43,"CRM, Customer Journey, Shopify, A/B Testing",Low,Medium,64.5,Stable
2022-09-26,Retail & E-Commerce,Data Analyst - Retail,Đồng Nai,109,8214.77,5.61,Fresher,42,"Customer Journey, SQL, SEM, Inventory Management",High,Medium,74.2,Declining
2022-09-26,Retail & E-Commerce,Data Analyst - Retail,Đà Nẵng,128,20187.32,9.45,Junior,40,"Facebook Ads, Supply Chain, Customer Journey, SQL, CRM",High,Medium,69.5,Growing
2022-09-28,Retail & E-Commerce,Customer Success Manager,Cần Thơ,124,28589.56,6.27,Senior,51,"SEO, Facebook Ads, Email Marketing",Low,High,43.4,Declining
2022-10-04,Retail & E-Commerce,Performance Marketing Manager,Hải Phòng,124,11338.62,4.15,Fresher,70,"Supply Chain, Customer Journey, Shopify",Medium,High,45.2,Growing
2022-10-06,Retail & E-Commerce,Merchandising Analyst,Đồng Nai,122,30272.38,3.31,Senior,60,"SEO, SQL, CRM, Customer Journey",Medium,High,48.9,Stable
2022-10-12,Retail & E-Commerce,E-Commerce Manager,Bình Dương,103,13692.7,3.24,Junior,41,"Python, Inventory Management, Email Marketing, Excel, SEO",Medium,Medium,52.0,Growing
2022-10-15,Retail & E-Commerce,Customer Success Manager,Đồng Nai,125,30309.49,3.11,Senior,29,"Shopify, Python, Inventory Management, A/B Testing",Low,High,50.3,Growing
2022-10-17,Retail & E-Commerce,Store Operations Manager,Hải Phòng,110,8030.33,12.36,Fresher,34,"Tableau, SEO",Low,Medium,53.1,Growing
2022-10-17,Retail & E-Commerce,Performance Marketing Manager,Đà Nẵng,118,13608.43,8.2,Junior,25,"Supply Chain, A/B Testing, SEO",High,Medium,48.7,Growing
2022-10-18,Retail & E-Commerce,Customer Success Manager,TP.HCM,133,11047.12,10.51,Fresher,27,"Excel, SQL, Customer Journey, Facebook Ads, Shopify",High,Medium,62.9,Growing
2022-10-19,Retail & E-Commerce,Digital Marketing Specialist,Đà Nẵng,115,30653.52,12.8,Senior,69,"Inventory Management, CRM, Excel, Google Analytics, Python",Low,High,73.9,Growing
2022-10-19,Retail & E-Commerce,Growth Hacker,TP.HCM,114,7743.98,9.81,Fresher,44,"Facebook Ads, Tableau, CRM, Supply Chain, Shopify, SQL",Medium,Medium,40.5,Declining
2022-10-19,Retail & E-Commerce,UX Designer,Hải Phòng,115,30283.58,3.72,Senior,47,"A/B Testing, Email Marketing, Tableau, Inventory Management, Excel, Google Analytics",High,High,55.6,Stable
2022-10-20,Retail & E-Commerce,Merchandising Analyst,Hải Phòng,119,6774.54,3.35,Fresher,32,"SEO, SEM, A/B Testing, Shopify, Excel",Medium,Low,41.4,Stable
2022-10-20,Retail & E-Commerce,UX Designer,TP.HCM,121,34018.66,6.43,Senior,57,"Inventory Management, SEO, SQL, Email Marketing",Medium,Medium,78.9,Declining
2022-10-23,Retail & E-Commerce,Merchandising Analyst,Đồng Nai,135,3989.3,8.98,Fresher,60,"SEM, Google Analytics, Shopify, Python, Supply Chain",Medium,Medium,44.4,Declining
2022-10-23,Retail & E-Commerce,E-Commerce Manager,Đà Nẵng,120,9188.36,7.83,Fresher,48,"Tableau, Python, SQL, Excel",Medium,Medium,42.2,Stable
2022-10-25,Retail & E-Commerce,UX Designer,TP.HCM,128,27165.6,10.65,Senior,31,"SQL, Facebook Ads",Low,High,43.4,Declining
2022-10-26,Retail & E-Commerce,Data Analyst - Retail,Bình Dương,128,27258.51,12.92,Senior,30,"SQL, CRM, Supply Chain, Google Analytics, A/B Testing",Low,High,58.4,Growing
2022-10-28,Retail & E-Commerce,Category Manager,Cần Thơ,115,4473.38,4.56,Fresher,50,"Tableau, Inventory Management, Google Analytics, CRM, Excel, Python",High,High,63.7,Growing
2022-10-30,Retail & E-Commerce,Merchandising Analyst,Bình Dương,124,13835.35,6.06,Junior,22,"A/B Testing, Tableau, Supply Chain, Customer Journey",Low,High,75.7,Declining
2022-11-04,Retail & E-Commerce,Merchandising Analyst,Đà Nẵng,125,6641.01,8.11,Fresher,23,"Tableau, CRM, Email Marketing",High,Medium,41.4,Growing
2022-11-05,Retail & E-Commerce,UX Designer,Cần Thơ,114,17158.85,5.99,Junior,49,"Facebook Ads, A/B Testing, Python, Customer Journey, Supply Chain",Medium,Medium,75.2,Stable
2022-11-06,Retail & E-Commerce,UX Designer,Đà Nẵng,117,6072.72,10.55,Fresher,21,"Tableau, Inventory Management, Python, Customer Journey, Email Marketing",High,Medium,61.7,Growing
2022-11-08,Retail & E-Commerce,Store Operations Manager,Cần Thơ,157,34080.65,6.27,Senior,55,"A/B Testing, Supply Chain, SEO, SEM, Google Analytics, Shopify",Medium,Low,53.7,Growing
2022-11-10,Retail & E-Commerce,Customer Success Manager,Đà Nẵng,120,12326.14,10.45,Fresher,39,"Customer Journey, SQL, Tableau, Inventory Management, Facebook Ads, Excel",High,Medium,67.9,Growing
2022-11-13,Retail & E-Commerce,UX Designer,Hải Phòng,129,15186.09,7.28,Junior,37,"Supply Chain, Python, Google Analytics, Facebook Ads, Customer Journey",Medium,Medium,66.1,Stable
2022-11-14,Retail & E-Commerce,Digital Marketing Specialist,Cần Thơ,130,27777.69,7.3,Senior,45,"CRM, SQL, Email Marketing",High,Medium,79.8,Growing
2022-11-14,Retail & E-Commerce,Customer Success Manager,Đồng Nai,129,16313.91,9.9,Junior,65,"Supply Chain, Email Marketing, SQL, A/B Testing, Inventory Management, SEO",High,High,59.9,Growing
2022-11-15,Retail & E-Commerce,Merchandising Analyst,Đồng Nai,107,27845.07,7.83,Senior,68,"Python, SQL, Tableau",Medium,Medium,66.9,Stable
2022-11-19,Retail & E-Commerce,UX Designer,Đồng Nai,108,17579.84,11.47,Junior,56,"A/B Testing, Python, Supply Chain, Inventory Management",Low,Medium,42.9,Growing
2022-11-20,Retail & E-Commerce,Digital Marketing Specialist,Hải Phòng,119,5184.68,10.13,Fresher,69,"Customer Journey, Excel",High,High,64.2,Declining
2022-11-20,Retail & E-Commerce,Performance Marketing Manager,Hải Phòng,113,18746.24,3.7,Junior,40,"Email Marketing, Tableau, Inventory Management, SQL, Facebook Ads",High,High,53.1,Growing
2022-11-22,Retail & E-Commerce,Digital Marketing Specialist,Bình Dương,126,34392.21,3.51,Senior,48,"Python, Customer Journey, Google Analytics, SEM",High,Medium,45.1,Growing
2022-11-23,Retail & E-Commerce,E-Commerce Manager,Cần Thơ,133,29859.71,11.06,Senior,21,"CRM, SEM, Email Marketing, Excel",Medium,High,79.9,Growing
2022-11-23,Retail & E-Commerce,UX Designer,Hải Phòng,118,17747.09,9.51,Junior,47,"CRM, SQL, Email Marketing, Excel, A/B Testing, SEM",Medium,Medium,67.2,Stable
2022-11-24,Retail & E-Commerce,UX Designer,Hà Nội,123,31634.46,4.72,Senior,53,"SQL, SEM, CRM",High,Medium,50.9,Growing
2022-11-26,Retail & E-Commerce,E-Commerce Manager,TP.HCM,129,11252.55,3.9,Junior,32,"Excel, Customer Journey, Inventory Management, CRM, Facebook Ads",High,Medium,54.7,Stable
2022-11-28,Retail & E-Commerce,E-Commerce Manager,Hà Nội,133,14857.42,12.44,Junior,27,"SQL, Facebook Ads, Tableau",Medium,Medium,78.9,Growing
2022-11-29,Retail & E-Commerce,Store Operations Manager,Hà Nội,124,26179.68,6.34,Senior,57,"A/B Testing, Email Marketing, Shopify, SEM",Low,High,42.1,Declining
2022-12-03,Retail & E-Commerce,Data Analyst - Retail,Hà Nội,131,31129.65,11.16,Senior,70,"SEO, Tableau, A/B Testing",Medium,Medium,68.3,Stable
2022-12-06,Retail & E-Commerce,Data Analyst - Retail,Cần Thơ,132,30479.05,12.29,Senior,34,"Python, CRM, Email Marketing, SEM",Low,High,72.1,Growing
2022-12-08,Retail & E-Commerce,CRM Specialist,Cần Thơ,139,33113.6,12.01,Senior,68,"SQL, SEM, A/B Testing, Supply Chain",Medium,High,73.3,Stable
2022-12-09,Retail & E-Commerce,CRM Specialist,Bình Dương,126,13575.48,11.45,Junior,27,"Customer Journey, Facebook Ads, SEM, Tableau",High,High,65.2,Stable
2022-12-12,Retail & E-Commerce,E-Commerce Manager,Cần Thơ,135,35750.95,9.0,Senior,26,"Supply Chain, Excel, Shopify, Python, A/B Testing",High,Medium,71.9,Declining
2022-12-12,Retail & E-Commerce,CRM Specialist,TP.HCM,112,16749.08,4.0,Junior,53,"Inventory Management, Facebook Ads",High,Medium,53.6,Stable
2022-12-12,Retail & E-Commerce,Data Analyst - Retail,Hải Phòng,139,17712.99,5.98,Junior,58,"Excel, Supply Chain, SQL",High,High,66.9,Stable
2022-12-12,Retail & E-Commerce,Store Operations Manager,Đà Nẵng,110,26371.75,12.35,Senior,38,"Email Marketing, Tableau, Inventory Management, SEO, Excel, Facebook Ads",Medium,Medium,52.1,Stable
2022-12-14,Retail & E-Commerce,Store Operations Manager,Bình Dương,127,34896.32,10.86,Senior,28,"Supply Chain, SEO, Tableau, SQL",High,Low,79.7,Growing
2022-12-15,Retail & E-Commerce,UX Designer,Cần Thơ,118,11761.53,12.02,Junior,28,"SQL, Python, CRM, A/B Testing, SEM",Low,Medium,63.1,Growing
2022-12-16,Retail & E-Commerce,Merchandising Analyst,Hải Phòng,116,19738.89,12.91,Junior,56,"Facebook Ads, Customer Journey, Python, A/B Testing, Excel",Medium,Medium,74.5,Growing
2022-12-16,Retail & E-Commerce,Performance Marketing Manager,Hà Nội,111,8775.85,7.06,Fresher,36,"A/B Testing, Tableau",High,Medium,45.9,Growing
2022-12-16,Retail & E-Commerce,Customer Success Manager,Hải Phòng,124,26822.96,11.59,Senior,33,"Tableau, CRM, A/B Testing, Supply Chain, Excel, Shopify",Medium,High,74.8,Stable
2022-12-16,Retail & E-Commerce,Merchandising Analyst,Cần Thơ,114,19090.53,8.74,Junior,23,"Excel, Supply Chain, Customer Journey, CRM, Inventory Management",High,Medium,77.3,Growing
2022-12-17,Retail & E-Commerce,Customer Success Manager,Cần Thơ,121,8096.65,6.27,Fresher,35,"Supply Chain, Excel, SEM, Email Marketing, Google Analytics",Low,Medium,67.7,Stable
2022-12-18,Retail & E-Commerce,Category Manager,Đồng Nai,131,14131.95,7.55,Junior,70,"SEM, Excel, A/B Testing, Shopify, CRM",Medium,High,43.8,Growing
2022-12-21,Retail & E-Commerce,CRM Specialist,Đà Nẵng,120,16924.37,6.52,Junior,46,"CRM, SEO",Medium,High,78.0,Growing
2022-12-26,Retail & E-Commerce,Category Manager,Bình Dương,128,10410.67,4.11,Fresher,61,"Shopify, CRM, SQL, Python, SEO, Google Analytics",High,Low,79.7,Growing
2022-12-28,Retail & E-Commerce,Growth Hacker,Đà Nẵng,124,8481.79,8.88,Fresher,66,"Inventory Management, Excel, Tableau, Python, Supply Chain, Google Analytics",Medium,High,75.4,Stable
2022-12-28,Retail & E-Commerce,Data Analyst - Retail,Cần Thơ,120,35611.18,11.48,Senior,40,"SQL, Excel, Inventory Management, Google Analytics, Email Marketing",High,High,76.4,Declining
2022-12-29,Retail & E-Commerce,Merchandising Analyst,Cần Thơ,133,17733.72,8.17,Junior,41,"Tableau, Shopify, Inventory Management",Low,High,64.3,Stable
2022-12-31,Retail & E-Commerce,CRM Specialist,Đà Nẵng,118,13282.06,8.77,Junior,41,"Excel, Customer Journey",Medium,Medium,50.6,Growing
2023-01-01,Retail & E-Commerce,UX Designer,Đà Nẵng,128,20178.42,5.2,Junior,64,"Shopify, Facebook Ads, Customer Journey, Supply Chain, Python",Low,Medium,65.3,Growing
2023-01-05,Retail & E-Commerce,Digital Marketing Specialist,Hà Nội,117,10287.94,6.87,Fresher,56,"A/B Testing, Excel",High,Low,41.4,Growing
2023-01-10,Retail & E-Commerce,Growth Hacker,Đà Nẵng,133,10022.37,10.46,Junior,45,"Google Analytics, SEO, CRM, SEM",High,High,44.8,Growing
2023-01-11,Retail & E-Commerce,Growth Hacker,Bình Dương,129,5848.66,8.41,Fresher,32,"Facebook Ads, CRM",Medium,Low,48.9,Declining
2023-01-11,Retail & E-Commerce,Digital Marketing Specialist,Hà Nội,113,12370.14,4.98,Fresher,27,"Shopify, Email Marketing, Facebook Ads, Python, A/B Testing, Inventory Management",High,High,51.1,Declining
2023-01-11,Retail & E-Commerce,UX Designer,Hải Phòng,119,9705.75,4.86,Junior,21,"Supply Chain, Inventory Management, CRM, SQL, Excel, SEM",High,Medium,62.8,Stable
2023-01-15,Retail & E-Commerce,Customer Success Manager,Cần Thơ,112,17267.95,11.04,Junior,25,"Email Marketing, Inventory Management, Customer Journey, Shopify, SQL",High,High,49.4,Declining
2023-01-17,Retail & E-Commerce,Merchandising Analyst,Đà Nẵng,135,5933.82,12.76,Fresher,62,"Excel, SQL, Facebook Ads, A/B Testing",High,High,72.3,Stable
2023-01-17,Retail & E-Commerce,Digital Marketing Specialist,TP.HCM,126,4003.82,11.31,Fresher,26,"Tableau, CRM, Supply Chain, Excel, A/B Testing, Python",High,High,44.4,Stable
2023-01-18,Retail & E-Commerce,UX Designer,TP.HCM,131,11113.87,8.66,Fresher,48,"Google Analytics, Customer Journey, Inventory Management, Supply Chain, Shopify, Tableau",Medium,High,49.3,Growing
2023-01-19,Retail & E-Commerce,CRM Specialist,Bình Dương,128,16944.18,3.77,Junior,38,"Facebook Ads, Shopify, Supply Chain, SEO",Low,High,48.6,Growing
2023-01-20,Retail & E-Commerce,Category Manager,Hải Phòng,119,7936.01,10.08,Fresher,58,"Python, Email Marketing, Inventory Management",Low,Medium,50.9,Growing
2023-01-20,Retail & E-Commerce,Growth Hacker,TP.HCM,126,7232.03,8.89,Fresher,35,"Python, Tableau, Excel, Shopify",Medium,High,77.3,Stable
2023-01-20,Retail & E-Commerce,UX Designer,Đồng Nai,125,20030.35,12.03,Junior,53,"Python, SQL",Medium,High,50.5,Growing
2023-01-21,Retail & E-Commerce,Growth Hacker,Đồng Nai,145,13630.38,5.06,Junior,24,"Supply Chain, Customer Journey, SEO, Tableau, A/B Testing",Medium,Medium,69.7,Stable
2023-01-23,Retail & E-Commerce,Customer Success Manager,Cần Thơ,123,12692.8,7.08,Junior,65,"Google Analytics, Inventory Management, Customer Journey, CRM, Tableau",Medium,High,78.9,Stable
2023-01-26,Retail & E-Commerce,Data Analyst - Retail,Đồng Nai,120,16953.42,6.66,Junior,55,"Supply Chain, Facebook Ads, Python, SQL, Inventory Management, Tableau",Low,Medium,66.6,Growing
2023-01-26,Retail & E-Commerce,Performance Marketing Manager,Đà Nẵng,130,16766.88,12.43,Junior,66,"Tableau, Python",High,Medium,47.0,Growing
2023-02-04,Retail & E-Commerce,Performance Marketing Manager,Hà Nội,135,16447.91,10.06,Junior,25,"A/B Testing, Facebook Ads, SEO",High,Low,48.3,Growing
2023-02-05,Retail & E-Commerce,E-Commerce Manager,Cần Thơ,138,19070.27,5.5,Junior,37,"Google Analytics, CRM, SEO",Low,Medium,68.5,Declining
2023-02-06,Retail & E-Commerce,CRM Specialist,TP.HCM,137,35243.28,10.61,Senior,22,"Customer Journey, Python",Medium,High,43.9,Growing
2023-02-07,Retail & E-Commerce,Store Operations Manager,Đồng Nai,138,6391.87,12.63,Fresher,25,"Shopify, Python, SEO",Low,Medium,44.8,Declining
2023-02-07,Retail & E-Commerce,Customer Success Manager,TP.HCM,119,33364.77,12.44,Senior,36,"SEM, Supply Chain, SEO",Medium,Medium,62.0,Stable
2023-02-09,Retail & E-Commerce,Store Operations Manager,Hải Phòng,125,7231.98,9.06,Fresher,59,"Inventory Management, SQL",High,Low,52.7,Stable
2023-02-12,Retail & E-Commerce,Performance Marketing Manager,Hải Phòng,148,16447.16,3.5,Junior,34,"A/B Testing, Tableau, CRM, Excel, Customer Journey, Shopify",Medium,Low,79.4,Declining
2023-02-19,Retail & E-Commerce,Customer Success Manager,Đồng Nai,128,29595.45,5.71,Senior,22,"A/B Testing, SQL, SEO, SEM, Inventory Management",Medium,Low,71.9,Growing
2023-02-20,Retail & E-Commerce,Merchandising Analyst,TP.HCM,133,17154.91,12.31,Junior,43,"Excel, Facebook Ads, Shopify, SEO",Medium,Medium,58.9,Growing
2023-02-20,Retail & E-Commerce,Customer Success Manager,Hải Phòng,124,30685.62,11.78,Senior,48,"SEM, Facebook Ads, Shopify, SEO",High,Medium,66.5,Growing
2023-02-23,Retail & E-Commerce,Digital Marketing Specialist,Bình Dương,124,16449.99,8.12,Junior,23,"CRM, Email Marketing, SEO, Facebook Ads, A/B Testing, Python",Medium,High,52.9,Growing
2023-02-23,Retail & E-Commerce,Customer Success Manager,Bình Dương,136,14526.93,11.39,Junior,29,"CRM, Email Marketing, Shopify, Facebook Ads, Google Analytics, Customer Journey",High,High,68.1,Declining
2023-02-25,Retail & E-Commerce,Category Manager,Bình Dương,126,13855.25,12.23,Fresher,62,"A/B Testing, CRM, Email Marketing, Python, SEO, Inventory Management",Low,High,62.7,Growing
2023-03-04,Retail & E-Commerce,Merchandising Analyst,TP.HCM,124,36947.16,6.43,Senior,63,"A/B Testing, Supply Chain",Medium,High,64.9,Growing
2023-03-05,Retail & E-Commerce,Growth Hacker,Đồng Nai,114,15641.89,4.06,Junior,25,"SEO, Excel, Tableau, Supply Chain",Medium,Low,64.2,Growing
2023-03-05,Retail & E-Commerce,Performance Marketing Manager,Đồng Nai,140,16803.6,10.89,Junior,39,"Customer Journey, SQL, Supply Chain, SEO",High,High,77.1,Stable
2023-03-08,Retail & E-Commerce,UX Designer,Hà Nội,130,10474.13,6.01,Junior,39,"SQL, CRM, SEO, SEM, Google Analytics, A/B Testing",Medium,Medium,53.1,Growing
2023-03-09,Retail & E-Commerce,Merchandising Analyst,Hà Nội,128,13605.05,7.26,Fresher,36,"CRM, Google Analytics",Medium,Low,43.8,Growing
2023-03-10,Retail & E-Commerce,Merchandising Analyst,Đồng Nai,124,30024.53,12.97,Senior,30,"CRM, SEO, Inventory Management, Tableau, Python, Google Analytics",Medium,Low,49.6,Growing
2023-03-12,Retail & E-Commerce,Digital Marketing Specialist,Bình Dương,140,9190.45,6.01,Fresher,28,"SQL, A/B Testing, Email Marketing, Shopify, Supply Chain",Medium,Medium,43.9,Stable
2023-03-13,Retail & E-Commerce,Data Analyst - Retail,Hà Nội,136,27908.91,11.61,Senior,26,"Google Analytics, Shopify, Excel, Inventory Management, SEM, Tableau",Medium,Medium,70.3,Declining
2023-03-14,Retail & E-Commerce,Data Analyst - Retail,Đà Nẵng,105,30663.29,3.22,Senior,40,"CRM, Excel, Google Analytics",High,Medium,71.1,Growing
2023-03-15,Retail & E-Commerce,Customer Success Manager,Đà Nẵng,132,28450.54,8.17,Senior,43,"Tableau, SQL, Facebook Ads, A/B Testing, SEM, Shopify",Medium,High,62.2,Stable
2023-03-16,Retail & E-Commerce,CRM Specialist,Hà Nội,132,20281.18,9.77,Junior,57,"Google Analytics, Python, Shopify, CRM, A/B Testing, SEO",High,Low,49.7,Stable
2023-03-16,Retail & E-Commerce,Growth Hacker,Đồng Nai,140,13906.54,4.14,Junior,40,"Tableau, Supply Chain, SEO, A/B Testing, SQL",Medium,High,51.7,Stable
2023-03-16,Retail & E-Commerce,Store Operations Manager,Bình Dương,117,17337.69,4.83,Junior,25,"Google Analytics, Customer Journey, Tableau",Medium,High,57.0,Growing
2023-03-17,Retail & E-Commerce,Customer Success Manager,Cần Thơ,126,12592.56,11.46,Fresher,40,"Facebook Ads, Excel",High,Medium,56.6,Growing
2023-03-23,Retail & E-Commerce,UX Designer,Hà Nội,152,7555.84,7.42,Fresher,38,"Shopify, CRM, Excel",Medium,Medium,44.3,Declining
2023-03-24,Retail & E-Commerce,CRM Specialist,Bình Dương,134,16558.5,11.76,Junior,45,"SQL, Facebook Ads, Shopify",High,High,54.8,Growing
2023-03-30,Retail & E-Commerce,Customer Success Manager,Hà Nội,141,26222.82,7.54,Senior,63,"SQL, Python, Google Analytics, A/B Testing, Email Marketing",High,Medium,40.8,Growing
2023-03-30,Retail & E-Commerce,Merchandising Analyst,Đà Nẵng,131,13047.44,8.01,Junior,32,"SEM, SQL, Python, Supply Chain, Excel, Google Analytics",High,High,53.6,Growing
2023-03-30,Retail & E-Commerce,Digital Marketing Specialist,Hà Nội,139,4614.77,4.78,Fresher,59,"SQL, Supply Chain",High,Medium,62.7,Stable
2023-04-04,Retail & E-Commerce,Growth Hacker,Đà Nẵng,130,16260.28,12.6,Junior,27,"SQL, Supply Chain, Python, Customer Journey, Email Marketing, Inventory Management",High,Low,70.3,Growing
2023-04-07,Retail & E-Commerce,Customer Success Manager,Hải Phòng,130,4971.64,5.27,Fresher,47,"Tableau, CRM, Excel, SEO, SEM, Facebook Ads",Medium,Medium,61.1,Stable
2023-04-09,Retail & E-Commerce,Merchandising Analyst,Bình Dương,118,26523.5,4.03,Senior,38,"Google Analytics, A/B Testing, Shopify, CRM, Customer Journey",Low,High,52.7,Stable
2023-04-11,Retail & E-Commerce,Performance Marketing Manager,Đồng Nai,149,14200.22,9.59,Fresher,39,"Email Marketing, Facebook Ads, SEM, Tableau, SQL",High,Low,41.8,Declining
2023-04-12,Retail & E-Commerce,Digital Marketing Specialist,TP.HCM,138,3378.94,4.3,Fresher,29,"Shopify, A/B Testing",High,High,43.3,Growing
2023-04-12,Retail & E-Commerce,Digital Marketing Specialist,Bình Dương,123,14823.65,7.75,Fresher,53,"Facebook Ads, CRM, Python, A/B Testing, SQL",High,Low,49.5,Growing
2023-04-12,Retail & E-Commerce,Digital Marketing Specialist,Hải Phòng,130,34538.77,4.38,Senior,42,"Inventory Management, Excel, CRM, Supply Chain, Google Analytics",Medium,High,63.9,Growing
2023-04-12,Retail & E-Commerce,E-Commerce Manager,Đồng Nai,131,18336.77,3.88,Junior,24,"SQL, Supply Chain, SEO, A/B Testing, Customer Journey",Medium,High,63.1,Stable
2023-04-18,Retail & E-Commerce,Growth Hacker,Cần Thơ,127,17705.45,3.38,Junior,25,"SQL, SEO, SEM",High,Low,62.0,Growing
2023-04-18,Retail & E-Commerce,CRM Specialist,Cần Thơ,144,9889.43,7.7,Fresher,50,"Excel, Shopify, Python, Supply Chain",Medium,High,71.5,Growing
2023-04-19,Retail & E-Commerce,Digital Marketing Specialist,Đồng Nai,129,14820.96,8.08,Junior,38,"SEM, SEO, A/B Testing, Google Analytics, Supply Chain, Customer Journey",High,Medium,44.5,Growing
2023-04-22,Retail & E-Commerce,Customer Success Manager,Cần Thơ,139,6883.15,11.94,Fresher,41,"SEM, Tableau, Shopify, CRM, SEO, Google Analytics",Medium,Low,49.6,Growing
2023-04-24,Retail & E-Commerce,Data Analyst - Retail,Bình Dương,131,9459.07,6.2,Fresher,44,"A/B Testing, Email Marketing, Facebook Ads",Medium,Medium,66.8,Stable
2023-05-02,Retail & E-Commerce,Category Manager,Bình Dương,133,32054.56,11.95,Senior,54,"Python, Email Marketing, Excel, Facebook Ads, CRM",Medium,High,47.6,Declining
2023-05-06,Retail & E-Commerce,E-Commerce Manager,TP.HCM,147,33719.19,11.95,Senior,42,"Google Analytics, Email Marketing, Facebook Ads, Shopify, SEM, Python",High,Medium,55.9,Growing
2023-05-07,Retail & E-Commerce,UX Designer,Đà Nẵng,128,21667.18,11.28,Junior,44,"SEO, Supply Chain, Email Marketing, Inventory Management, CRM, Google Analytics",Low,Low,68.9,Growing
2023-05-08,Retail & E-Commerce,Performance Marketing Manager,Đồng Nai,137,7829.95,10.73,Fresher,30,"Google Analytics, CRM, SEM, Tableau, SQL",High,Low,42.7,Growing
2023-05-09,Retail & E-Commerce,Performance Marketing Manager,Hà Nội,111,29196.77,11.36,Senior,34,"Supply Chain, Customer Journey, Excel, SQL",Low,High,78.0,Growing
2023-05-09,Retail & E-Commerce,Growth Hacker,Đà Nẵng,128,32570.24,11.75,Senior,63,"Supply Chain, Facebook Ads, Google Analytics, SEM, Python",Low,Low,42.2,Growing
2023-05-10,Retail & E-Commerce,Merchandising Analyst,Hà Nội,126,33977.38,9.1,Senior,59,"CRM, Google Analytics, Excel",Low,Low,63.4,Stable
